already_rejected,collision,not_in_library,out_of_bounds,prompt,structure_id
50.0,22.0,,,"A geometric car with an angular hood, stepped front bumper, flat roof, and rectangular sides. The body is compact, with distinct, sharp edges forming a cohesive rectangular shape. The front grill is recessed, enhancing the defined contour of the vehicle.",8a9c164f-5e11-41e4-ba70-f0669ab3d033
87.0,33.0,,,Compact car with a rectangular body and angular corners.,405fb729-8ff6-4f6b-b1d2-7c4067371d5c
90.0,3.0,,,"A car with an angular, box-like structure and defined corners.",405fb729-8ff6-4f6b-b1d2-7c4067371d5c
57.0,22.0,,,"Boxy car featuring a flat top and vertical sides, with a rectangular layout.",405fb729-8ff6-4f6b-b1d2-7c4067371d5c
128.0,50.0,,,"A car with a flat, rectangular roof, vertical window sections, box-like contours, and an angular front.",405fb729-8ff6-4f6b-b1d2-7c4067371d5c
24.0,11.0,,,"A car with a flat rectangular roof, vertical window panels on both sides, and defined boxy contours with an angular front and rear design, supported by a blocky understructure.",405fb729-8ff6-4f6b-b1d2-7c4067371d5c
36.0,9.0,,,Compact car with a rectangular body and angular corners.,0b0a4be5-7cfa-46d2-aca6-9070dcfac171
271.0,25.0,,,"A car with an angular, box-like structure and defined corners.",0b0a4be5-7cfa-46d2-aca6-9070dcfac171
22.0,7.0,,,"Boxy car featuring a flat top and vertical sides, with a rectangular layout.",0b0a4be5-7cfa-46d2-aca6-9070dcfac171
101.0,51.0,,,"A car with a flat, rectangular roof, vertical window sections, box-like contours, and an angular front.",0b0a4be5-7cfa-46d2-aca6-9070dcfac171
47.0,13.0,,,"A car with a flat rectangular roof, vertical window panels on both sides, and defined boxy contours with an angular front and rear design, supported by a blocky understructure.",0b0a4be5-7cfa-46d2-aca6-9070dcfac171
2.0,6.0,,,Compact car shape with geometric components.,af09dc1a-bf90-45a5-996c-74f052a0ad13
59.0,9.0,,,Rectangular car body with angular extensions and tiered surfaces.,af09dc1a-bf90-45a5-996c-74f052a0ad13
116.0,21.0,,,Angular vehicle with a streamlined roof and pronounced rectangular base.,af09dc1a-bf90-45a5-996c-74f052a0ad13
57.0,5.0,,,"Boxy automobile featuring a stepped roofline and protruding, squared rear section.",af09dc1a-bf90-45a5-996c-74f052a0ad13
314.0,68.0,,,"Car with a low, rectangular structure, featuring a stepped roofline and a flat front. The rear is squared and extends outward, with multiple rectangular segments clearly defining the geometric form.",af09dc1a-bf90-45a5-996c-74f052a0ad13
792.0,251.0,2.0,,Compact car shape with geometric components.,50a9225a-5599-4128-aee9-e716458f102e
22.0,13.0,,,Rectangular car body with angular extensions and tiered surfaces.,50a9225a-5599-4128-aee9-e716458f102e
309.0,122.0,,,Angular vehicle with a streamlined roof and pronounced rectangular base.,50a9225a-5599-4128-aee9-e716458f102e
23.0,13.0,,,"Boxy automobile featuring a stepped roofline and protruding, squared rear section.",50a9225a-5599-4128-aee9-e716458f102e
155.0,33.0,,,"Car with a low, rectangular structure, featuring a stepped roofline and a flat front. The rear is squared and extends outward, with multiple rectangular segments clearly defining the geometric form.",50a9225a-5599-4128-aee9-e716458f102e
106.0,28.0,,,Compact car with a blocky form.,fe042a53-55db-4885-8e36-02683200f1c4
150.0,19.0,,,Compact automobile featuring a block-based rectangular body.,fe042a53-55db-4885-8e36-02683200f1c4
632.0,67.0,3.0,,"Automobile with a rectangular body, flat roof, and angular sides.",fe042a53-55db-4885-8e36-02683200f1c4
144.0,19.0,,,"Car with a rectangular body, a flat top, and an angled front. The vehicle has blocky wheels set underneath.",fe042a53-55db-4885-8e36-02683200f1c4
104.0,24.0,,,"Rectangular car with a flat upper surface and sloped front. The front features a protruding block arrangement, while four square wheels with block edges support the body.",fe042a53-55db-4885-8e36-02683200f1c4
19.0,17.0,,,Compact car with smooth contours and angular lines.,0ea3be70-6bd2-448f-9f96-34ce244bd03f
108.0,36.0,1.0,,"Angular car with a flat top, hinted curves, and geometric sides.",0ea3be70-6bd2-448f-9f96-34ce244bd03f
22.0,8.0,,,"Car featuring a flat roof, squared rear, and a contoured front with block-like features.",0ea3be70-6bd2-448f-9f96-34ce244bd03f
78.0,13.0,,,"Boxy car form with tiered roof, distinct rectangular rear, contoured front, and layered side panels.",0ea3be70-6bd2-448f-9f96-34ce244bd03f
279.0,51.0,,,"A compact car with a flat, rectangular roof blending into angular sides. The front is curved with squared headlight structures. The rear has pronounced rectangular features, while the sides are layered with incremental steps towards the base.",0ea3be70-6bd2-448f-9f96-34ce244bd03f
219.0,44.0,,,Compact car with smooth contours and angular lines.,cace7e3a-663a-4990-ae56-293cda033d3c
302.0,180.0,,,"Angular car with a flat top, hinted curves, and geometric sides.",cace7e3a-663a-4990-ae56-293cda033d3c
179.0,34.0,,,"Car featuring a flat roof, squared rear, and a contoured front with block-like features.",cace7e3a-663a-4990-ae56-293cda033d3c
220.0,47.0,,,"Boxy car form with tiered roof, distinct rectangular rear, contoured front, and layered side panels.",cace7e3a-663a-4990-ae56-293cda033d3c
341.0,41.0,,,"A compact car with a flat, rectangular roof blending into angular sides. The front is curved with squared headlight structures. The rear has pronounced rectangular features, while the sides are layered with incremental steps towards the base.",cace7e3a-663a-4990-ae56-293cda033d3c
231.0,37.0,,,"Compact car with a blocky, angular form.",62617df7-621f-4bf6-84df-7085055dba16
105.0,28.0,,,Brick-based vehicle with a tiered roof and rectangular windows.,62617df7-621f-4bf6-84df-7085055dba16
162.0,19.0,,,Boxy automobile featuring a layered rear and geometric front grille.,62617df7-621f-4bf6-84df-7085055dba16
146.0,25.0,,,"Chunky car characterized by stacked bricks forming a two-tier roof, squared-off windows, and a robust grille design.",62617df7-621f-4bf6-84df-7085055dba16
148.0,19.0,,,"A cuboid car with a tiered roof, comprising rectangular, interlocked sections. Squared windows align symmetrically along the sides, while a segmented grille dominates the front edge, flanked by blocky wheel protrusions, creating a balanced and angular aesthetic.",62617df7-621f-4bf6-84df-7085055dba16
245.0,10.0,,,"A minimalist car with a compact, boxy structure.",37d342d0-3467-43b8-b203-5c2580462327
363.0,76.0,,,Compact car featuring a rectangular main body and squared edges.,37d342d0-3467-43b8-b203-5c2580462327
201.0,85.0,,,"Car with a box-like body, flat roof, and angular contours.",37d342d0-3467-43b8-b203-5c2580462327
5.0,4.0,,,"Boxy car form with a flat top, square wheels, and protruding front section.",37d342d0-3467-43b8-b203-5c2580462327
4.0,9.0,,,"A rectangular car with a flat roof, vertical front block acting as a bumper, and square wheels integrated beneath. The sides and rear are distinctly flat, while the front section is slightly forward-angled.",37d342d0-3467-43b8-b203-5c2580462327
80.0,13.0,,,Compact vehicle with rounded edges and blocky structure.,22f92cf7-89aa-43c9-a60e-ecc3baa6c42d
,,,,Rectangular car form with rounded corners and layered sections.,22f92cf7-89aa-43c9-a60e-ecc3baa6c42d
383.0,37.0,,,The car features a block-like shape with a gently sloping front and squared rear.,22f92cf7-89aa-43c9-a60e-ecc3baa6c42d
26.0,24.0,,,"Boxy car design, rounded corners, elevated rear, layered top detail, and recessed front.",22f92cf7-89aa-43c9-a60e-ecc3baa6c42d
,,,,"A rectangular car with rounded corners. The front features a slight slope, while the rear is elevated with a blocky appearance. The top consists of several layered sections, and the front incorporates a recessed area with squared elements.",22f92cf7-89aa-43c9-a60e-ecc3baa6c42d
69.0,20.0,,,Compact car with blocky geometric features.,5bec0bfc-8136-466e-805f-7e5192f0d719
301.0,66.0,,,Car form with angular contours and layered surfaces.,5bec0bfc-8136-466e-805f-7e5192f0d719
5.0,5.0,,,"Block-shaped car with a flat roof, stepped sides, and protruding front.",5bec0bfc-8136-466e-805f-7e5192f0d719
112.0,13.0,,,"A compact automobile with a rectangular base, segmented rooftop, and tiered front and rear ends.",5bec0bfc-8136-466e-805f-7e5192f0d719
175.0,47.0,,,"A small car featuring a boxy body with an angular roof. The sides are constructed with staggered blocks that build toward the top. The front and rear end have a series of gradually receding layers, adding depth to the angular geometry.",5bec0bfc-8136-466e-805f-7e5192f0d719
17.0,6.0,,,A basic car shape with a compact structure.,3cf62c1e-8026-47b9-bfc4-27664894343c
83.0,13.0,,,Compact automobile form with an angular roof and defined edges.,3cf62c1e-8026-47b9-bfc4-27664894343c
94.0,9.0,,,"Car with an angular rear and prominent, tiered front hood contours.",3cf62c1e-8026-47b9-bfc4-27664894343c
28.0,13.0,,,"Automotive form featuring a tiered hood, angular roof, and pronounced rear section, with discrete block placements suggesting wheels.",3cf62c1e-8026-47b9-bfc4-27664894343c
655.0,41.0,,,"A car form with an angular roof, tiered hood, and distinct, elevated rear. It displays pronounced geometric sections, with horizontal and vertical block sequences forming the body and subtle, recessed areas representing wheel arches.",3cf62c1e-8026-47b9-bfc4-27664894343c
43.0,6.0,,,"Car with rectangular body, smooth curves, and solid build.",ce23086c-1512-4a81-93b6-ce4d7c15afd7
281.0,57.0,,,"Compact car with smooth curves, flat roof, and even sides.",ce23086c-1512-4a81-93b6-ce4d7c15afd7
34.0,18.0,,,"Car featuring a rectangular and slightly tapered body, smooth curves, and balanced stance.",ce23086c-1512-4a81-93b6-ce4d7c15afd7
47.0,18.0,,,"Rectangular car with flat roof, slightly tapered sides, tiered detailing on the roof, and layered sides.",ce23086c-1512-4a81-93b6-ce4d7c15afd7
115.0,15.0,,,"A compact car with a rectangular body, featuring a flat roof and slightly tapered sides. The roof showcases tiered details, while the sides are layered. The car’s shape is smooth and curves uniformly around the edges, connecting the balanced front and rear sections.",ce23086c-1512-4a81-93b6-ce4d7c15afd7
44.0,8.0,,,Compact car form with angular features and layered structure.,bea508b3-092a-4be5-999a-802d3f5690f2
178.0,36.0,,,"The car exhibits a rectangular body with stacked, tiered elements.",bea508b3-092a-4be5-999a-802d3f5690f2
9.0,2.0,,,Car features a cubic body with staggered layers and a flat roof.,bea508b3-092a-4be5-999a-802d3f5690f2
3.0,2.0,,,"The auto has a blocky front, stepped roof, and angular rear.",bea508b3-092a-4be5-999a-802d3f5690f2
115.0,13.0,,,"This car has a rectangular body, segmented roof, and layered sides. The rear end is slightly raised with protruding edges. The front is angular, composed of flat elements, forming a sloped hood. The sides are tiered, comprising descending layers from the roof to the base.",bea508b3-092a-4be5-999a-802d3f5690f2
55.0,13.0,,,Car with angular design and rectangular features.,e9a88922-ad49-4a0a-b2ef-4d28b2891958
7.0,5.0,,,Rectangular car shape with a tiered rooftop and sloped front.,e9a88922-ad49-4a0a-b2ef-4d28b2891958
61.0,8.0,,,"Car exhibiting a blocky form with an elevated rear, detailed with protruding sections.",e9a88922-ad49-4a0a-b2ef-4d28b2891958
104.0,38.0,,,"An angular car shape featuring multiple rectangular layers, a raised front end, and a stepped roofline.",e9a88922-ad49-4a0a-b2ef-4d28b2891958
94.0,17.0,,,"The car has a blocky, geometric form featuring a series of horizontal layers. It sports a slightly elevated front section with a sloping design. Boxy wheel arches dominate each corner, enhancing the angular aesthetic. The roof is tiered and slightly recessed, ending with a defined rear section.",e9a88922-ad49-4a0a-b2ef-4d28b2891958
335.0,60.0,,,Compact car with a rectangular body and distinct contours.,98b30096-b482-471d-8a0a-a90b84770a24
26.0,5.0,,,Rectangular car with elevated rear section and rounded front edges.,98b30096-b482-471d-8a0a-a90b84770a24
40.0,9.0,,,"Car with a flat top, sloped windshield, and tiered rear section.",98b30096-b482-471d-8a0a-a90b84770a24
53.0,24.0,,,"A car featuring a flat top, rectangular sides, and subtly rounded front. The windshield slopes gently towards the front, while the rear section steps down in a tiered fashion, adding distinct layers to the rear profile.",98b30096-b482-471d-8a0a-a90b84770a24
25.0,6.0,,,"A car with a mainly rectangular body topped by a flat roof. The front is gently rounded, leading into a sloped windshield, producing a streamlined front profile. The rear has two distinct levels, giving the back a stepped appearance. Rectangular indentations on all sides provide additional geometric interest.",98b30096-b482-471d-8a0a-a90b84770a24
747.0,135.0,,,Compact vehicle featuring layered rectangular components.,93233f08-ae76-4740-990f-34b18a1b4f66
22.0,10.0,,,"A compact automobile with layered, rectangular elements forming its core.",93233f08-ae76-4740-990f-34b18a1b4f66
239.0,49.0,,,Automobile characterized by a rectangular body and tiered sections. The front and rear show a stepped configuration with parallel lines.,93233f08-ae76-4740-990f-34b18a1b4f66
10.0,7.0,,,"This compact car has a geometric design with rectangular tiers. Both the front and rear sections consist of stacked, parallel components. Sides feature integrated angular shapes.",93233f08-ae76-4740-990f-34b18a1b4f66
372.0,67.0,,,"The car displays a geometric form with layered rectangles, creating a structured layout. The front and rear each exhibit a tiered design, composed of parallel, stepped layers. The sides incorporate interconnected angular elements, contributing to an overall coherent shape.",93233f08-ae76-4740-990f-34b18a1b4f66
193.0,34.0,,,Compact vehicle with blocky geometric contours.,65b14898-9992-41ef-ad0a-9fb8b6b156ec
159.0,12.0,,,Rectangular vehicle with squared edges and segmented structure.,65b14898-9992-41ef-ad0a-9fb8b6b156ec
212.0,50.0,,,Boxy car shape with tiered layers and rows of small projections.,65b14898-9992-41ef-ad0a-9fb8b6b156ec
,1.0,,,"Rectangular car form with a blocky roof and small vertical projections on top, overhanging the main body.",65b14898-9992-41ef-ad0a-9fb8b6b156ec
259.0,28.0,,,"Box-shaped car with a prominent top, defined by small vertical peaks, and the bottom section slightly recessed, creating noticeable edges along the rectangular body.",65b14898-9992-41ef-ad0a-9fb8b6b156ec
75.0,11.0,,,Compact car with angular build and distinct geometric lines.,d3bc6e20-7da0-4335-9ebe-50d243c5fbbe
784.0,241.0,,,"The car displays a rectangular body with defined, sharp edges.",d3bc6e20-7da0-4335-9ebe-50d243c5fbbe
223.0,40.0,,,An angular car featuring a block-like structure with prominent squared contours.,d3bc6e20-7da0-4335-9ebe-50d243c5fbbe
215.0,58.0,,,"The vehicle is composed of a layered, angular form with a flat top and consistent geometric lines throughout its body.",d3bc6e20-7da0-4335-9ebe-50d243c5fbbe
,1.0,,,"This car consists of a rectangular base with layered, block-like sections creating a boxy appearance. The front and back are squared with consistent proportionality along the sides, and the top surface is flat and segmented, contributing to its distinctive geometric form.",d3bc6e20-7da0-4335-9ebe-50d243c5fbbe
87.0,24.0,,,"Toy car with blocky, angular shape and prominent front.",348ec7b7-945c-4206-b901-f449f1fe39a6
134.0,25.0,,,Rectangular toy car with squared front and layered blocks.,348ec7b7-945c-4206-b901-f449f1fe39a6
38.0,15.0,,,Blocky toy car featuring a rectangular body and tiered structure.,348ec7b7-945c-4206-b901-f449f1fe39a6
1.0,8.0,,,"Robust toy car with a cubic form, layered roof section, and protruding front.",348ec7b7-945c-4206-b901-f449f1fe39a6
26.0,6.0,,,"A toy car comprised of rectangular sections, block-by-block, with an angular roof, distinct square front, and slightly elevated rear, showcasing its overall cuboid geometry.",348ec7b7-945c-4206-b901-f449f1fe39a6
28.0,5.0,,,"Compact car with a blocky, geometric form.",4fc8d070-79f3-41d4-a182-61a7a1e91c86
1.0,5.0,,,Blocky vehicle featuring rounded edges and layered surfaces.,4fc8d070-79f3-41d4-a182-61a7a1e91c86
248.0,53.0,,,"Geometric car with a tiered roof, sloped front, and squared rear.",4fc8d070-79f3-41d4-a182-61a7a1e91c86
300.0,24.0,,,"Car with a rectangular body, sloped hood, tiered roof, and angular rear corners.",4fc8d070-79f3-41d4-a182-61a7a1e91c86
19.0,8.0,,,"A compact car with squared edges, a step-like roof, inclined hood, flat side panels, and a blocky rear. The roof is three stepped layers, while the rear and front are slightly recessed with protruding details for the hood and trunk areas.",4fc8d070-79f3-41d4-a182-61a7a1e91c86
59.0,26.0,,,Compact toy vehicle with angular body and simple form.,68229605-9453-49e1-91a4-d8c766a60a38
52.0,6.0,,,"Toy automobile with blocky body, prominent wheels, and minimalist roof.",68229605-9453-49e1-91a4-d8c766a60a38
58.0,14.0,,,"Brick-like vehicle featuring angular sides, rectangular roof panel, and rounded front.",68229605-9453-49e1-91a4-d8c766a60a38
247.0,39.0,,,"Toy car with a layered body, distinct cuboid cabin, cylindrical exhaust, and tiered rear end.",68229605-9453-49e1-91a4-d8c766a60a38
20.0,7.0,,,"Constructed vehicle with an angular, layered body; the cabin sits centrally. The rear is more elevated with a cylindrical exhaust, and the front has a slightly rounded shape with distinct angles, suggesting a hood. The sides are flat with an even, block-like structure.",68229605-9453-49e1-91a4-d8c766a60a38
37.0,15.0,,,Compact car with angular features and layered structure.,508fa491-0256-4fcc-bf48-b7be71aec612
363.0,48.0,,,A small car with a blocky front segment and streamlined rear.,508fa491-0256-4fcc-bf48-b7be71aec612
498.0,80.0,,,"Compact car design includes a distinct hood, a low roofline, and tapered rear.",508fa491-0256-4fcc-bf48-b7be71aec612
54.0,7.0,,,"The car includes a solid base, a sloped front area, segmented roof, and raised rear section.",508fa491-0256-4fcc-bf48-b7be71aec612
12.0,9.0,,,"This car features a rectangular base with a raised front section, creating a wedge shape. The low-sitting central roof is flanked by gradual slopes leading to a tapered rear. Each side displays symmetrical protrusions defining its front and back ends, adding to its geometric balance.",508fa491-0256-4fcc-bf48-b7be71aec612
47.0,17.0,,,"Compact car with layered, rectangular block components.",7f21a60c-505a-404b-8b4f-bb7a223d6fc0
8.0,9.0,,,"A car shape featuring a stacked, rectangular form with angled top.",7f21a60c-505a-404b-8b4f-bb7a223d6fc0
1.0,12.0,,,"Car with a flat rectangular roof, layered sides, and short front.",7f21a60c-505a-404b-8b4f-bb7a223d6fc0
250.0,45.0,,,"Rectangular car body with distinct, tiered layers and smooth corners.",7f21a60c-505a-404b-8b4f-bb7a223d6fc0
238.0,77.0,,,"Vehicle form with a layered, rectangular body, angled top, and smooth edges.",7f21a60c-505a-404b-8b4f-bb7a223d6fc0
,6.0,,,Car with a blocky form and protruding elements.,a83a9e59-89db-4dab-b5ee-d3575fdd2e6e
49.0,53.0,,,Rectangular car with geometric contours and distinct layered elevations.,a83a9e59-89db-4dab-b5ee-d3575fdd2e6e
154.0,39.0,,,"Car featuring a segmented roof, angular body, and pronounced front and rear.",a83a9e59-89db-4dab-b5ee-d3575fdd2e6e
48.0,16.0,,,"A blocky car with angular sides, stepped roof, and elevated rear section. The front and back have protruding sections.",a83a9e59-89db-4dab-b5ee-d3575fdd2e6e
16.0,12.0,,,"Blocky, angular car with a stepped roof and raised rear. The front and back protrude slightly, and the sides feature a uniform, tiered arrangement.",a83a9e59-89db-4dab-b5ee-d3575fdd2e6e
88.0,20.0,,,Car with a blocky form and protruding elements.,b7e87b8b-ee27-4774-a510-b7a9147b1f9f
938.0,123.0,,,Rectangular car with geometric contours and distinct layered elevations.,b7e87b8b-ee27-4774-a510-b7a9147b1f9f
288.0,34.0,,,"Car featuring a segmented roof, angular body, and pronounced front and rear.",b7e87b8b-ee27-4774-a510-b7a9147b1f9f
560.0,197.0,,,"A blocky car with angular sides, stepped roof, and elevated rear section. The front and back have protruding sections.",b7e87b8b-ee27-4774-a510-b7a9147b1f9f
308.0,42.0,,,"Blocky, angular car with a stepped roof and raised rear. The front and back protrude slightly, and the sides feature a uniform, tiered arrangement.",b7e87b8b-ee27-4774-a510-b7a9147b1f9f
58.0,12.0,,,Compact car with a squared body.,512668ee-33b9-4ae1-9d8b-10c738fd118f
105.0,15.0,,,Boxy car featuring layered segments and angular outlines.,512668ee-33b9-4ae1-9d8b-10c738fd118f
190.0,40.0,,,"Compact vehicle with a squared front, tiered roof, and rounded wheel arches.",512668ee-33b9-4ae1-9d8b-10c738fd118f
146.0,44.0,,,"Vehicle with a boxy profile, squared nose, stepped windshield, rounded wheel arches, and blocky rear.",512668ee-33b9-4ae1-9d8b-10c738fd118f
157.0,25.0,,,"A compact car with a squared-off front and two levels at the top, having a stepped windshield and tiered roof. The body features rounded arches for wheels, a blocky rear structure, and angular contours that define its overall geometry.",512668ee-33b9-4ae1-9d8b-10c738fd118f
43.0,16.0,,,Compact car with a squared body.,63864311-bbde-4ce3-9d2e-d8858d5d9d6c
242.0,49.0,,,Boxy car featuring layered segments and angular outlines.,63864311-bbde-4ce3-9d2e-d8858d5d9d6c
42.0,25.0,,,"Compact vehicle with a squared front, tiered roof, and rounded wheel arches.",63864311-bbde-4ce3-9d2e-d8858d5d9d6c
199.0,39.0,,,"Vehicle with a boxy profile, squared nose, stepped windshield, rounded wheel arches, and blocky rear.",63864311-bbde-4ce3-9d2e-d8858d5d9d6c
77.0,16.0,,,"A compact car with a squared-off front and two levels at the top, having a stepped windshield and tiered roof. The body features rounded arches for wheels, a blocky rear structure, and angular contours that define its overall geometry.",63864311-bbde-4ce3-9d2e-d8858d5d9d6c
140.0,31.0,,,"Compact car with blocky, angular exterior.",d6e30210-f605-401f-a71d-583a08f58caf
15.0,8.0,,,"The car features a robust, geometric form with layered surfaces.",d6e30210-f605-401f-a71d-583a08f58caf
54.0,26.0,,,A vehicle showcasing a cuboid body and slightly elevated roof structure.,d6e30210-f605-401f-a71d-583a08f58caf
70.0,9.0,,,The car includes a blocky exterior defined by a stepped roof and indented front.,d6e30210-f605-401f-a71d-583a08f58caf
18.0,10.0,,,"A small car with a compact, angular body. It has a layered roof design tapering towards the rear. The front features indented lines, while the sides are smooth with rectangular windows formed by gaps in the structure.",d6e30210-f605-401f-a71d-583a08f58caf
457.0,149.0,,,Compact car with distinctive geometric features.,a4496596-3d62-4d74-a76a-1bc71641b452
317.0,45.0,,,A boxy car shape with layered rectangular elements.,a4496596-3d62-4d74-a76a-1bc71641b452
,,,,"The car features a rectangular body, prominent layered front, and angular sides.",a4496596-3d62-4d74-a76a-1bc71641b452
365.0,70.0,,,"A car with a blocky body, distinct stepped front profile, and angular rear section.",a4496596-3d62-4d74-a76a-1bc71641b452
103.0,19.0,,,"A car characterized by a rectangular body with angular, tiered front layers and an indented rear section, juxtaposing straight and stepped lines.",a4496596-3d62-4d74-a76a-1bc71641b452
