structure_id,prompt,regenerations
d6e30210-f605-401f-a71d-583a08f58caf,"Compact car with blocky, angular exterior.",6
d6e30210-f605-401f-a71d-583a08f58caf,"The car features a robust, geometric form with layered surfaces.",2
d6e30210-f605-401f-a71d-583a08f58caf,A vehicle showcasing a cuboid body and slightly elevated roof structure.,6
d6e30210-f605-401f-a71d-583a08f58caf,The car includes a blocky exterior defined by a stepped roof and indented front.,1
d6e30210-f605-401f-a71d-583a08f58caf,"A small car with a compact, angular body. It has a layered roof design tapering towards the rear. The front features indented lines, while the sides are smooth with rectangular windows formed by gaps in the structure.",1
a252f49d-d71f-40ea-8c90-fce9d383ad67,"Compact car with blocky, angular exterior.",8
a252f49d-d71f-40ea-8c90-fce9d383ad67,"The car features a robust, geometric form with layered surfaces.",7
a252f49d-d71f-40ea-8c90-fce9d383ad67,A vehicle showcasing a cuboid body and slightly elevated roof structure.,3
a252f49d-d71f-40ea-8c90-fce9d383ad67,The car includes a blocky exterior defined by a stepped roof and indented front.,9
a252f49d-d71f-40ea-8c90-fce9d383ad67,"A small car with a compact, angular body. It has a layered roof design tapering towards the rear. The front features indented lines, while the sides are smooth with rectangular windows formed by gaps in the structure.",1
a4496596-3d62-4d74-a76a-1bc71641b452,Compact car with distinctive geometric features.,22
a4496596-3d62-4d74-a76a-1bc71641b452,A boxy car shape with layered rectangular elements.,8
a4496596-3d62-4d74-a76a-1bc71641b452,"The car features a rectangular body, prominent layered front, and angular sides.",0
a4496596-3d62-4d74-a76a-1bc71641b452,"A car with a blocky body, distinct stepped front profile, and angular rear section.",13
a4496596-3d62-4d74-a76a-1bc71641b452,"A car characterized by a rectangular body with angular, tiered front layers and an indented rear section, juxtaposing straight and stepped lines.",3
