structure_id,prompt,regenerations
50a9225a-5599-4128-aee9-e716458f102e,"Car with a low, rectangular structure, featuring a stepped roofline and a flat front. The rear is squared and extends outward, with multiple rectangular segments clearly defining the geometric form.",7
fe042a53-55db-4885-8e36-02683200f1c4,Compact car with a blocky form.,19
fe042a53-55db-4885-8e36-02683200f1c4,Compact automobile featuring a block-based rectangular body.,4
fe042a53-55db-4885-8e36-02683200f1c4,"Automobile with a rectangular body, flat roof, and angular sides.",12
fe042a53-55db-4885-8e36-02683200f1c4,"Car with a rectangular body, a flat top, and an angled front. The vehicle has blocky wheels set underneath.",5
fe042a53-55db-4885-8e36-02683200f1c4,"Rectangular car with a flat upper surface and sloped front. The front features a protruding block arrangement, while four square wheels with block edges support the body.",3
0ea3be70-6bd2-448f-9f96-34ce244bd03f,Compact car with smooth contours and angular lines.,1
0ea3be70-6bd2-448f-9f96-34ce244bd03f,"Angular car with a flat top, hinted curves, and geometric sides.",8
0ea3be70-6bd2-448f-9f96-34ce244bd03f,"Car featuring a flat roof, squared rear, and a contoured front with block-like features.",0
0ea3be70-6bd2-448f-9f96-34ce244bd03f,"Boxy car form with tiered roof, distinct rectangular rear, contoured front, and layered side panels.",2
0ea3be70-6bd2-448f-9f96-34ce244bd03f,"A compact car with a flat, rectangular roof blending into angular sides. The front is curved with squared headlight structures. The rear has pronounced rectangular features, while the sides are layered with incremental steps towards the base.",11
cace7e3a-663a-4990-ae56-293cda033d3c,Compact car with smooth contours and angular lines.,11
cace7e3a-663a-4990-ae56-293cda033d3c,"Angular car with a flat top, hinted curves, and geometric sides.",32
cace7e3a-663a-4990-ae56-293cda033d3c,"Car featuring a flat roof, squared rear, and a contoured front with block-like features.",8
cace7e3a-663a-4990-ae56-293cda033d3c,"Boxy car form with tiered roof, distinct rectangular rear, contoured front, and layered side panels.",5
cace7e3a-663a-4990-ae56-293cda033d3c,"A compact car with a flat, rectangular roof blending into angular sides. The front is curved with squared headlight structures. The rear has pronounced rectangular features, while the sides are layered with incremental steps towards the base.",6
