structure_id,prompt,collision,already_rejected
5a2a04c1-2a5d-4dd7-9e21-6770cefb159e,"Car with a layered rectangular body. The roof is made of stacked blocks creating a segmented look, while the hood features several steps leading to an elevated front. The rear section shows an indented design, and the sides display prominently squared fenders with symmetrical brickwork.",16,131
3ad2d87d-8820-4bdd-b8df-957cf78ee559,Compact vehicle with distinct geometric shapes and layered assembly.,4,77
3ad2d87d-8820-4bdd-b8df-957cf78ee559,Rectangular car featuring prominent angular edges and tiered surfaces.,53,270,2
3ad2d87d-8820-4bdd-b8df-957cf78ee559,"Vehicle with staggered block layers, angular front, and structured rear.",147,626,1
3ad2d87d-8820-4bdd-b8df-957cf78ee559,"Car with block-like components forming a geometric roof, angled front, and squared rear corners.",11,38
3ad2d87d-8820-4bdd-b8df-957cf78ee559,"A block-assembled car with a stepped structure on the roof and sides; the front showcases protruding layers and a flat vertical surface, while the rear features a squared, recessed design, emphasizing its angular form.",2
3d6041f4-1e67-428e-989c-fd79347ae5cc,Compact vehicle with distinct geometric shapes and layered assembly.,36,171
3d6041f4-1e67-428e-989c-fd79347ae5cc,Rectangular car featuring prominent angular edges and tiered surfaces.,44,220
3d6041f4-1e67-428e-989c-fd79347ae5cc,"Vehicle with staggered block layers, angular front, and structured rear.",18,45
3d6041f4-1e67-428e-989c-fd79347ae5cc,"Car with block-like components forming a geometric roof, angled front, and squared rear corners.",3,9
3d6041f4-1e67-428e-989c-fd79347ae5cc,"A block-assembled car with a stepped structure on the roof and sides; the front showcases protruding layers and a flat vertical surface, while the rear features a squared, recessed design, emphasizing its angular form.",5,46
37059397-a3bb-475d-8542-8dabf7f2cc88,Compact car with smooth contours and angular facets.,45,117
37059397-a3bb-475d-8542-8dabf7f2cc88,Streamlined car featuring rectangular layers and rounded edges.,19,26
37059397-a3bb-475d-8542-8dabf7f2cc88,"Car constructed with angular surfaces, rectangular tiers, and a sloped front.",24,97
37059397-a3bb-475d-8542-8dabf7f2cc88,"A compact car with a rounded roof, angular sides, and a rectangular base. The front and rear display a stepped façade.",59,627
37059397-a3bb-475d-8542-8dabf7f2cc88,"This car displays a tiered base leading to sloped sides. The angular roof complements a front section with a layered, protruding structure, while the back tapers gently.",47,333
e1b07bb7-2e0a-4c6b-b126-598579ef45a7,Compact car with smooth contours and angular facets.,18,29
e1b07bb7-2e0a-4c6b-b126-598579ef45a7,Streamlined car featuring rectangular layers and rounded edges.,48,225
e1b07bb7-2e0a-4c6b-b126-598579ef45a7,"Car constructed with angular surfaces, rectangular tiers, and a sloped front.",10,129,2
e1b07bb7-2e0a-4c6b-b126-598579ef45a7,"A compact car with a rounded roof, angular sides, and a rectangular base. The front and rear display a stepped façade.",14,51
e1b07bb7-2e0a-4c6b-b126-598579ef45a7,"This car displays a tiered base leading to sloped sides. The angular roof complements a front section with a layered, protruding structure, while the back tapers gently.",14,147
8dc76e5f-6cb1-4be0-8090-c3315ba4f9de,Compact car with blocky design and angular shapes.,9,15
8dc76e5f-6cb1-4be0-8090-c3315ba4f9de,"A compact car featuring a robust, rectangular body with angular edges.",28,246
8dc76e5f-6cb1-4be0-8090-c3315ba4f9de,"The car displays a blocky form with a rectangular base, sloped front, and sturdy top.",42,416
8dc76e5f-6cb1-4be0-8090-c3315ba4f9de,"A compact vehicle with rectangular body, raised block-shaped hood, and flat rear section.",55,222
8dc76e5f-6cb1-4be0-8090-c3315ba4f9de,"This car exhibits a blocky, angular form with a rectangular base, sloped front, raised hood, and flat rear section. Rectangular layers define its sides, forming a compact and structured appearance."
66197375-9347-4a14-affd-a60a7c911327,Compact car with blocky design and angular shapes.,15,114
66197375-9347-4a14-affd-a60a7c911327,"A compact car featuring a robust, rectangular body with angular edges.",43,93
66197375-9347-4a14-affd-a60a7c911327,"The car displays a blocky form with a rectangular base, sloped front, and sturdy top.",22,168
66197375-9347-4a14-affd-a60a7c911327,"A compact vehicle with rectangular body, raised block-shaped hood, and flat rear section.",6,108
66197375-9347-4a14-affd-a60a7c911327,"This car exhibits a blocky, angular form with a rectangular base, sloped front, raised hood, and flat rear section. Rectangular layers define its sides, forming a compact and structured appearance.",53,233
9f506568-77fb-47e1-aadc-c3182dab6116,"A car with a compact, rectangular outline.",33,130
9f506568-77fb-47e1-aadc-c3182dab6116,A compact car with a stepped front and boxy contours.,236,621
9f506568-77fb-47e1-aadc-c3182dab6116,"Compact car featuring a rectangular shape, stepped front, and tiered top.",12,92
9f506568-77fb-47e1-aadc-c3182dab6116,"The car features a rectangular, elongated shape with a stepped front and layered sections creating a tiered upper surface.",7,3
9f506568-77fb-47e1-aadc-c3182dab6116,"This car has a compact, elongated rectangular body with a stepped front, and a layered top surface. The base is mostly uniform, while the upper part transitions from wide to narrow, giving it distinct contours at the rear, and flat side panels with a slightly indented appearance.",18,135
c96d632e-611c-41b7-824b-44be0dbf4a71,"A car with a compact, rectangular outline.",18,45
c96d632e-611c-41b7-824b-44be0dbf4a71,A compact car with a stepped front and boxy contours.,27,136
c96d632e-611c-41b7-824b-44be0dbf4a71,"Compact car featuring a rectangular shape, stepped front, and tiered top.",13,34
c96d632e-611c-41b7-824b-44be0dbf4a71,"The car features a rectangular, elongated shape with a stepped front and layered sections creating a tiered upper surface.",1,17,144
c96d632e-611c-41b7-824b-44be0dbf4a71,"This car has a compact, elongated rectangular body with a stepped front, and a layered top surface. The base is mostly uniform, while the upper part transitions from wide to narrow, giving it distinct contours at the rear, and flat side panels with a slightly indented appearance.",6,15
ce6b9d79-3bd7-4b96-8d4f-e2402211d44b,Compact car with smooth curves and angular edges.,72,362
ce6b9d79-3bd7-4b96-8d4f-e2402211d44b,Car form with chiseled contours and a prominent rectangular front.,11,77
ce6b9d79-3bd7-4b96-8d4f-e2402211d44b,"Vehicle with a solid blocky structure, arched roof, and rectangular front extension.",22,83
ce6b9d79-3bd7-4b96-8d4f-e2402211d44b,"The car features a flat top, rounded rear, and angular front. The sides are vertically aligned, forming a cohesive, rigid body.",4,4
ce6b9d79-3bd7-4b96-8d4f-e2402211d44b,"A compact car characterized by its angular front, smooth roof curvature transitioning to a flattened rear, and vertically aligned side panels. The frontal section extends forward, creating a slightly protruding appearance, while the roof arch smoothly integrates with the body.",17,14
5e42b486-fed0-4b41-a3bc-34bd6e176bed,Compact car with smooth curves and angular edges.,11,12
5e42b486-fed0-4b41-a3bc-34bd6e176bed,Car form with chiseled contours and a prominent rectangular front.,13,11
5e42b486-fed0-4b41-a3bc-34bd6e176bed,"Vehicle with a solid blocky structure, arched roof, and rectangular front extension.",34,140
5e42b486-fed0-4b41-a3bc-34bd6e176bed,"The car features a flat top, rounded rear, and angular front. The sides are vertically aligned, forming a cohesive, rigid body.",37,86
5e42b486-fed0-4b41-a3bc-34bd6e176bed,"A compact car characterized by its angular front, smooth roof curvature transitioning to a flattened rear, and vertically aligned side panels. The frontal section extends forward, creating a slightly protruding appearance, while the roof arch smoothly integrates with the body.",1,64,262
4e133453-c834-4d72-9bf3-170b862a7be2,A vehicle shape with defined edges and layered contours. ,41,185
4e133453-c834-4d72-9bf3-170b862a7be2,Automobile structure featuring a blocky form with a sloped front. ,51,320
4e133453-c834-4d72-9bf3-170b862a7be2,Rectangular vehicle form with tiered layers and an indented front section.,53,224
4e133453-c834-4d72-9bf3-170b862a7be2,"Geometric vehicle featuring an elongated body, a layered roof, and a recessed front grille. ",9,37,1
4e133453-c834-4d72-9bf3-170b862a7be2,"Car with an elongated rectangular body, stepped roof design, distinct vertical grille, and block-like construction. The body is detailed with tiered contours, the top tapering slightly at the rear, and the sides display uniform block patterns.",11,72
bfa5bdc4-cb16-4bb2-a677-cd9721264f08,A vehicle shape with defined edges and layered contours. ,11,44
bfa5bdc4-cb16-4bb2-a677-cd9721264f08,Automobile structure featuring a blocky form with a sloped front. ,16,21,1
bfa5bdc4-cb16-4bb2-a677-cd9721264f08,Rectangular vehicle form with tiered layers and an indented front section.,65,199
bfa5bdc4-cb16-4bb2-a677-cd9721264f08,"Geometric vehicle featuring an elongated body, a layered roof, and a recessed front grille. ",15,114
bfa5bdc4-cb16-4bb2-a677-cd9721264f08,"Car with an elongated rectangular body, stepped roof design, distinct vertical grille, and block-like construction. The body is detailed with tiered contours, the top tapering slightly at the rear, and the sides display uniform block patterns.",14,151
c4b1398e-e502-498a-9f24-2021197b318e,"Compact car with a blocky, angular form.",68,351
c4b1398e-e502-498a-9f24-2021197b318e,"Angular compact car featuring a distinct, rectangular shape.",37,153
c4b1398e-e502-498a-9f24-2021197b318e,Compact car with angular form and rectangular roof and body.,12,16
c4b1398e-e502-498a-9f24-2021197b318e,"Rectangular car shape, block-like body, elevated rear section.",1
c4b1398e-e502-498a-9f24-2021197b318e,"The car has a rectangular body with a distinct blocky form. Its roof is seamless with the body, and the rear section is slightly elevated. Rectangular elements constitute the base, while cylindrical components outline the front and back. The sides feature small geometric protrusions.",16,135
e94c16ec-ce97-4405-8a60-7f4c3042dafd,"Compact car with a blocky, angular form.",52,122,1
e94c16ec-ce97-4405-8a60-7f4c3042dafd,"Angular compact car featuring a distinct, rectangular shape.",70,387
e94c16ec-ce97-4405-8a60-7f4c3042dafd,Compact car with angular form and rectangular roof and body.,2
e94c16ec-ce97-4405-8a60-7f4c3042dafd,"Rectangular car shape, block-like body, elevated rear section.",89,234
e94c16ec-ce97-4405-8a60-7f4c3042dafd,"The car has a rectangular body with a distinct blocky form. Its roof is seamless with the body, and the rear section is slightly elevated. Rectangular elements constitute the base, while cylindrical components outline the front and back. The sides feature small geometric protrusions.",13,76
2518999c-17a3-463f-a699-8be97ea6acb2,Car with a rectangular body and layered exterior.,53,381
2518999c-17a3-463f-a699-8be97ea6acb2,Rectangular car featuring a tiered roof and flat front.,32,175
2518999c-17a3-463f-a699-8be97ea6acb2,"Car with a smooth, layered roof, flat sides, and angled rear.",57,200
2518999c-17a3-463f-a699-8be97ea6acb2,"A compact car structure with a tiered top, flat sides, and a subtly angled front and rear.",15,30
