structure_id,prompt,regenerations
e1b07bb7-2e0a-4c6b-b126-598579ef45a7,Compact car with smooth contours and angular facets.,3
e1b07bb7-2e0a-4c6b-b126-598579ef45a7,Streamlined car featuring rectangular layers and rounded edges.,8
e1b07bb7-2e0a-4c6b-b126-598579ef45a7,"Car constructed with angular surfaces, rectangular tiers, and a sloped front.",3
e1b07bb7-2e0a-4c6b-b126-598579ef45a7,"A compact car with a rounded roof, angular sides, and a rectangular base. The front and rear display a stepped façade.",1
e1b07bb7-2e0a-4c6b-b126-598579ef45a7,"This car displays a tiered base leading to sloped sides. The angular roof complements a front section with a layered, protruding structure, while the back tapers gently.",1
8dc76e5f-6cb1-4be0-8090-c3315ba4f9de,Compact car with blocky design and angular shapes.,4
8dc76e5f-6cb1-4be0-8090-c3315ba4f9de,"A compact car featuring a robust, rectangular body with angular edges.",6
8dc76e5f-6cb1-4be0-8090-c3315ba4f9de,"The car displays a blocky form with a rectangular base, sloped front, and sturdy top.",9
8dc76e5f-6cb1-4be0-8090-c3315ba4f9de,"A compact vehicle with rectangular body, raised block-shaped hood, and flat rear section.",12
8dc76e5f-6cb1-4be0-8090-c3315ba4f9de,"This car exhibits a blocky, angular form with a rectangular base, sloped front, raised hood, and flat rear section. Rectangular layers define its sides, forming a compact and structured appearance.",1
66197375-9347-4a14-affd-a60a7c911327,Compact car with blocky design and angular shapes.,4
66197375-9347-4a14-affd-a60a7c911327,"A compact car featuring a robust, rectangular body with angular edges.",8
66197375-9347-4a14-affd-a60a7c911327,"The car displays a blocky form with a rectangular base, sloped front, and sturdy top.",7
66197375-9347-4a14-affd-a60a7c911327,"A compact vehicle with rectangular body, raised block-shaped hood, and flat rear section.",94
66197375-9347-4a14-affd-a60a7c911327,"This car exhibits a blocky, angular form with a rectangular base, sloped front, raised hood, and flat rear section. Rectangular layers define its sides, forming a compact and structured appearance.",10
9f506568-77fb-47e1-aadc-c3182dab6116,"A car with a compact, rectangular outline.",9
9f506568-77fb-47e1-aadc-c3182dab6116,A compact car with a stepped front and boxy contours.,41
9f506568-77fb-47e1-aadc-c3182dab6116,"Compact car featuring a rectangular shape, stepped front, and tiered top.",1
9f506568-77fb-47e1-aadc-c3182dab6116,"The car features a rectangular, elongated shape with a stepped front and layered sections creating a tiered upper surface.",2
9f506568-77fb-47e1-aadc-c3182dab6116,"This car has a compact, elongated rectangular body with a stepped front, and a layered top surface. The base is mostly uniform, while the upper part transitions from wide to narrow, giving it distinct contours at the rear, and flat side panels with a slightly indented appearance.",4
c96d632e-611c-41b7-824b-44be0dbf4a71,"A car with a compact, rectangular outline.",2
c96d632e-611c-41b7-824b-44be0dbf4a71,A compact car with a stepped front and boxy contours.,17
c96d632e-611c-41b7-824b-44be0dbf4a71,"Compact car featuring a rectangular shape, stepped front, and tiered top.",1
c96d632e-611c-41b7-824b-44be0dbf4a71,"The car features a rectangular, elongated shape with a stepped front and layered sections creating a tiered upper surface.",5
c96d632e-611c-41b7-824b-44be0dbf4a71,"This car has a compact, elongated rectangular body with a stepped front, and a layered top surface. The base is mostly uniform, while the upper part transitions from wide to narrow, giving it distinct contours at the rear, and flat side panels with a slightly indented appearance.",3
ce6b9d79-3bd7-4b96-8d4f-e2402211d44b,Compact car with smooth curves and angular edges.,14
ce6b9d79-3bd7-4b96-8d4f-e2402211d44b,Car form with chiseled contours and a prominent rectangular front.,4
ce6b9d79-3bd7-4b96-8d4f-e2402211d44b,"Vehicle with a solid blocky structure, arched roof, and rectangular front extension.",2
ce6b9d79-3bd7-4b96-8d4f-e2402211d44b,"The car features a flat top, rounded rear, and angular front. The sides are vertically aligned, forming a cohesive, rigid body.",15
ce6b9d79-3bd7-4b96-8d4f-e2402211d44b,"A compact car characterized by its angular front, smooth roof curvature transitioning to a flattened rear, and vertically aligned side panels. The frontal section extends forward, creating a slightly protruding appearance, while the roof arch smoothly integrates with the body.",7
5e42b486-fed0-4b41-a3bc-34bd6e176bed,Compact car with smooth curves and angular edges.,2
5e42b486-fed0-4b41-a3bc-34bd6e176bed,Car form with chiseled contours and a prominent rectangular front.,18
5e42b486-fed0-4b41-a3bc-34bd6e176bed,"Vehicle with a solid blocky structure, arched roof, and rectangular front extension.",7
5e42b486-fed0-4b41-a3bc-34bd6e176bed,"The car features a flat top, rounded rear, and angular front. The sides are vertically aligned, forming a cohesive, rigid body.",9
5e42b486-fed0-4b41-a3bc-34bd6e176bed,"A compact car characterized by its angular front, smooth roof curvature transitioning to a flattened rear, and vertically aligned side panels. The frontal section extends forward, creating a slightly protruding appearance, while the roof arch smoothly integrates with the body.",19
4e133453-c834-4d72-9bf3-170b862a7be2,A vehicle shape with defined edges and layered contours. ,26
4e133453-c834-4d72-9bf3-170b862a7be2,Automobile structure featuring a blocky form with a sloped front. ,12
4e133453-c834-4d72-9bf3-170b862a7be2,Rectangular vehicle form with tiered layers and an indented front section.,16
4e133453-c834-4d72-9bf3-170b862a7be2,"Geometric vehicle featuring an elongated body, a layered roof, and a recessed front grille. ",2
4e133453-c834-4d72-9bf3-170b862a7be2,"Car with an elongated rectangular body, stepped roof design, distinct vertical grille, and block-like construction. The body is detailed with tiered contours, the top tapering slightly at the rear, and the sides display uniform block patterns.",3
bfa5bdc4-cb16-4bb2-a677-cd9721264f08,A vehicle shape with defined edges and layered contours. ,3
bfa5bdc4-cb16-4bb2-a677-cd9721264f08,Automobile structure featuring a blocky form with a sloped front. ,4
bfa5bdc4-cb16-4bb2-a677-cd9721264f08,Rectangular vehicle form with tiered layers and an indented front section.,18
bfa5bdc4-cb16-4bb2-a677-cd9721264f08,"Geometric vehicle featuring an elongated body, a layered roof, and a recessed front grille. ",5
bfa5bdc4-cb16-4bb2-a677-cd9721264f08,"Car with an elongated rectangular body, stepped roof design, distinct vertical grille, and block-like construction. The body is detailed with tiered contours, the top tapering slightly at the rear, and the sides display uniform block patterns.",1
c4b1398e-e502-498a-9f24-2021197b318e,"Compact car with a blocky, angular form.",8
c4b1398e-e502-498a-9f24-2021197b318e,"Angular compact car featuring a distinct, rectangular shape.",7
c4b1398e-e502-498a-9f24-2021197b318e,Compact car with angular form and rectangular roof and body.,2
c4b1398e-e502-498a-9f24-2021197b318e,"Rectangular car shape, block-like body, elevated rear section.",0
c4b1398e-e502-498a-9f24-2021197b318e,"The car has a rectangular body with a distinct blocky form. Its roof is seamless with the body, and the rear section is slightly elevated. Rectangular elements constitute the base, while cylindrical components outline the front and back. The sides feature small geometric protrusions.",4
e94c16ec-ce97-4405-8a60-7f4c3042dafd,"Compact car with a blocky, angular form.",8
e94c16ec-ce97-4405-8a60-7f4c3042dafd,"Angular compact car featuring a distinct, rectangular shape.",14
e94c16ec-ce97-4405-8a60-7f4c3042dafd,Compact car with angular form and rectangular roof and body.,0
e94c16ec-ce97-4405-8a60-7f4c3042dafd,"Rectangular car shape, block-like body, elevated rear section.",15
e94c16ec-ce97-4405-8a60-7f4c3042dafd,"The car has a rectangular body with a distinct blocky form. Its roof is seamless with the body, and the rear section is slightly elevated. Rectangular elements constitute the base, while cylindrical components outline the front and back. The sides feature small geometric protrusions.",11
2518999c-17a3-463f-a699-8be97ea6acb2,Car with a rectangular body and layered exterior.,16
2518999c-17a3-463f-a699-8be97ea6acb2,Rectangular car featuring a tiered roof and flat front.,6
2518999c-17a3-463f-a699-8be97ea6acb2,"Car with a smooth, layered roof, flat sides, and angled rear.",12
2518999c-17a3-463f-a699-8be97ea6acb2,"A compact car structure with a tiered top, flat sides, and a subtly angled front and rear.",2
