structure_id,prompt,regenerations
8adb8daa-a734-4e7e-b3f6-eb29e4dab731,"A rectangular car form with a flat, slightly sloping roof. The front is angular, with the rear having a symmetrical blocky shape. The vehicle's body is composed of interlocking rectangular shapes, with prominent straight lines along the sides.",4
f01224e4-59cc-403b-90ff-a5f8f883978c,Compact vehicle with blocky exterior and low profile.,8
f01224e4-59cc-403b-90ff-a5f8f883978c,Rectangular car with tiered layers and protruding front section.,1
f01224e4-59cc-403b-90ff-a5f8f883978c,"Streamlined automobile with a flat top surface and angular edges, featuring a boxy front.",9
f01224e4-59cc-403b-90ff-a5f8f883978c,"Geometric car form with layered top, studded surface, and defined rectangular rear.",11
f01224e4-59cc-403b-90ff-a5f8f883978c,"A car with a low, flat body characterized by a tiered roof, angular sides, and a boxy front section. The vehicle's rectangular rear and studded top create a cohesive geometric appearance.",1
824e7fc9-7ed7-4178-85a7-0aa64b8d6b08,Compact vehicle with blocky exterior and low profile.,37
824e7fc9-7ed7-4178-85a7-0aa64b8d6b08,Rectangular car with tiered layers and protruding front section.,2
824e7fc9-7ed7-4178-85a7-0aa64b8d6b08,"Streamlined automobile with a flat top surface and angular edges, featuring a boxy front.",5
824e7fc9-7ed7-4178-85a7-0aa64b8d6b08,"Geometric car form with layered top, studded surface, and defined rectangular rear.",17
824e7fc9-7ed7-4178-85a7-0aa64b8d6b08,"A car with a low, flat body characterized by a tiered roof, angular sides, and a boxy front section. The vehicle's rectangular rear and studded top create a cohesive geometric appearance.",7
c7df8980-3f2c-4286-ae74-51ededf16d5f,A compact car with angular features and a blocky form.,15
c7df8980-3f2c-4286-ae74-51ededf16d5f,"A small car with a boxy profile, angled roof, and flat surfaces.",11
c7df8980-3f2c-4286-ae74-51ededf16d5f,"The car features a rectangular roof, rounded front, and sloped rear.",5
c7df8980-3f2c-4286-ae74-51ededf16d5f,"A boxy car design with a rectangular roof, sloped rear section, and squared-off front and rear ends.",7
c7df8980-3f2c-4286-ae74-51ededf16d5f,This car has a rectangular roof and sloped rear. The flat roof transitions into a slightly rounded hood and trunk. The sides are smooth with an overall block-like shape.,2
9e0c3196-3e57-4d97-8ff3-5a84f2fdf19f,A compact car with angular features and a blocky form.,4
9e0c3196-3e57-4d97-8ff3-5a84f2fdf19f,"A small car with a boxy profile, angled roof, and flat surfaces.",9
9e0c3196-3e57-4d97-8ff3-5a84f2fdf19f,"The car features a rectangular roof, rounded front, and sloped rear.",2
9e0c3196-3e57-4d97-8ff3-5a84f2fdf19f,"A boxy car design with a rectangular roof, sloped rear section, and squared-off front and rear ends.",1
9e0c3196-3e57-4d97-8ff3-5a84f2fdf19f,This car has a rectangular roof and sloped rear. The flat roof transitions into a slightly rounded hood and trunk. The sides are smooth with an overall block-like shape.,6
07cb946b-b818-4af5-b01a-fed33d7610b9,"Car with a smooth roof, windows, and basic geometric form.",0
07cb946b-b818-4af5-b01a-fed33d7610b9,"Compact car featuring a flat roof, squared body, front and rear sections.",16
07cb946b-b818-4af5-b01a-fed33d7610b9,"Geometric car structure with a flat roof, rectangular sides, and boxy rear.",1
07cb946b-b818-4af5-b01a-fed33d7610b9,"Car with a flat top surface, upward slope toward the hood, and a squared-off rear.",1
07cb946b-b818-4af5-b01a-fed33d7610b9,"A car with a flat roof and tapered front. The sides are parallel and the rear is boxy. Rectangular shapes outline the windows while the top has a smooth, layered appearance.",9
b6e52c91-1ade-4c63-a3ec-c5d7501d2687,"Compact car with a blocky, geometric shape.",13
b6e52c91-1ade-4c63-a3ec-c5d7501d2687,"A compact vehicle with a tiered, angular exterior.",34
b6e52c91-1ade-4c63-a3ec-c5d7501d2687,Small car exhibiting a layered roof and rectangular front and rear.,24
b6e52c91-1ade-4c63-a3ec-c5d7501d2687,"Boxy automobile showcasing a tiered roof, flat sides, and squared rear.",7
b6e52c91-1ade-4c63-a3ec-c5d7501d2687,"Rectangular car with a tiered roof, protruding front, and squared-off rear. The sides are flat, and the front has a broad, rectangular shape, extending towards blocky rear sections.",0
a9655ec2-993b-48e3-b33f-a31614b940f4,"Compact car with a blocky, geometric shape.",11
a9655ec2-993b-48e3-b33f-a31614b940f4,"A compact vehicle with a tiered, angular exterior.",1
a9655ec2-993b-48e3-b33f-a31614b940f4,Small car exhibiting a layered roof and rectangular front and rear.,7
a9655ec2-993b-48e3-b33f-a31614b940f4,"Boxy automobile showcasing a tiered roof, flat sides, and squared rear.",5
a9655ec2-993b-48e3-b33f-a31614b940f4,"Rectangular car with a tiered roof, protruding front, and squared-off rear. The sides are flat, and the front has a broad, rectangular shape, extending towards blocky rear sections.",1
c37f642b-5a0a-4857-950b-ce5570eb4f27,Compact car with angular contours and a blocky structure.,3
c37f642b-5a0a-4857-950b-ce5570eb4f27,Compact vehicle featuring sharp angles and a symmetrical layout.,4
c37f642b-5a0a-4857-950b-ce5570eb4f27,"Car with an angular front and rear, elevated body, and tiered contours.",0
c37f642b-5a0a-4857-950b-ce5570eb4f27,An angular car with a raised middle section and distinct block-like layers across the top and sides.,8
c37f642b-5a0a-4857-950b-ce5570eb4f27,"A compact car with a pronounced, rectangular front and rear, elevated body, and tiered, block-shaped geometric features creating a distinct, layered silhouette.",9
27287849-f50a-4e57-873e-93ddd6808c11,Compact car with angular contours and a blocky structure.,6
27287849-f50a-4e57-873e-93ddd6808c11,Compact vehicle featuring sharp angles and a symmetrical layout.,7
27287849-f50a-4e57-873e-93ddd6808c11,"Car with an angular front and rear, elevated body, and tiered contours.",25
27287849-f50a-4e57-873e-93ddd6808c11,An angular car with a raised middle section and distinct block-like layers across the top and sides.,14
27287849-f50a-4e57-873e-93ddd6808c11,"A compact car with a pronounced, rectangular front and rear, elevated body, and tiered, block-shaped geometric features creating a distinct, layered silhouette.",5
0846df6a-f9ef-4062-9e1c-f5aecc486c15,Compact car with a boxy shape and distinct contours.,30
0846df6a-f9ef-4062-9e1c-f5aecc486c15,Boxy car with layered surfaces and rectangular formation.,3
0846df6a-f9ef-4062-9e1c-f5aecc486c15,"Compact car featuring a boxy form, layered surfaces, and angular contours at the edges.",0
0846df6a-f9ef-4062-9e1c-f5aecc486c15,"Car with a box-like shape, featuring a stepped roof and a cubic front end, with layered sides and corners.",8
0846df6a-f9ef-4062-9e1c-f5aecc486c15,"Cubic car structure with a distinct layered top, angular sides, and pronounced front. The stepped roof meets a vertical front, blending into equally layered sides and a squared rear.",7
bc5cb923-046d-469e-9afc-cd701be1ed30,Compact car with a boxy shape and distinct contours.,11
bc5cb923-046d-469e-9afc-cd701be1ed30,Boxy car with layered surfaces and rectangular formation.,1
bc5cb923-046d-469e-9afc-cd701be1ed30,"Compact car featuring a boxy form, layered surfaces, and angular contours at the edges.",1
bc5cb923-046d-469e-9afc-cd701be1ed30,"Car with a box-like shape, featuring a stepped roof and a cubic front end, with layered sides and corners.",10
bc5cb923-046d-469e-9afc-cd701be1ed30,"Cubic car structure with a distinct layered top, angular sides, and pronounced front. The stepped roof meets a vertical front, blending into equally layered sides and a squared rear.",4
8288b113-fde7-4a76-8070-351dd0526902,"Car with blocky, angular features.",7
8288b113-fde7-4a76-8070-351dd0526902,A compact car showcasing a blocky exterior and angular edges.,11
8288b113-fde7-4a76-8070-351dd0526902,A squared-off car form with modular geometric details throughout.,5
8288b113-fde7-4a76-8070-351dd0526902,"The car has a low profile and features angular components, including raised rectangular panels on its surface.",0
8288b113-fde7-4a76-8070-351dd0526902,"This car exhibits a low-slung shape with rectangular side components and angular features, highlighted by a flat roof. The front and rear are defined by block-like protrusions, with the front having a stepped arrangement and the sides featuring recessed sections.",45
d6d30079-34d5-4d49-9d4b-327a43cfc675,"Car with blocky, angular features.",0
d6d30079-34d5-4d49-9d4b-327a43cfc675,A compact car showcasing a blocky exterior and angular edges.,7
d6d30079-34d5-4d49-9d4b-327a43cfc675,A squared-off car form with modular geometric details throughout.,4
d6d30079-34d5-4d49-9d4b-327a43cfc675,"The car has a low profile and features angular components, including raised rectangular panels on its surface.",3
d6d30079-34d5-4d49-9d4b-327a43cfc675,"This car exhibits a low-slung shape with rectangular side components and angular features, highlighted by a flat roof. The front and rear are defined by block-like protrusions, with the front having a stepped arrangement and the sides featuring recessed sections.",2
122c068d-c419-45d1-a122-99ff9b1c9f0e,"Compact car with smooth, angular contours and geometric precision.",18
122c068d-c419-45d1-a122-99ff9b1c9f0e,Sleek automobile with a symmetric shape and defined cubic elements.,10
122c068d-c419-45d1-a122-99ff9b1c9f0e,A streamlined vehicle featuring angular edges and layered components.,9
122c068d-c419-45d1-a122-99ff9b1c9f0e,"Automobile with a rectangular body, sloped front, and tiered back.",30
122c068d-c419-45d1-a122-99ff9b1c9f0e,"A compact car with a rectangular frame, featuring a flat roof and smooth front. The front and rear edges taper slightly downward. It has a layered, stepped rear section, aligning symmetrically with the front, and is elevated on four corner elements for a balanced appearance.",11
f17a0983-1fae-458f-b385-0ee3c8afcae4,"Compact car with smooth, angular contours and geometric precision.",3
f17a0983-1fae-458f-b385-0ee3c8afcae4,Sleek automobile with a symmetric shape and defined cubic elements.,22
f17a0983-1fae-458f-b385-0ee3c8afcae4,A streamlined vehicle featuring angular edges and layered components.,2
f17a0983-1fae-458f-b385-0ee3c8afcae4,"Automobile with a rectangular body, sloped front, and tiered back.",12
f17a0983-1fae-458f-b385-0ee3c8afcae4,"A compact car with a rectangular frame, featuring a flat roof and smooth front. The front and rear edges taper slightly downward. It has a layered, stepped rear section, aligning symmetrically with the front, and is elevated on four corner elements for a balanced appearance.",8
8f3de2a3-84f2-4a4d-8edd-ae4efd246c3a,Compact car with blocky contours and rounded edges.,27
8f3de2a3-84f2-4a4d-8edd-ae4efd246c3a,Small vehicle featuring an arched top and angular corners.,23
8f3de2a3-84f2-4a4d-8edd-ae4efd246c3a,"The car's design includes a smoothly curved roof over a rectangular body with layered, tiered steps at the front and back.",3
8f3de2a3-84f2-4a4d-8edd-ae4efd246c3a,"A compact car with a rounded top, flat sides, and a tiered front. The edges are sharp, creating a geometric alignment with recessed sides.",0
8f3de2a3-84f2-4a4d-8edd-ae4efd246c3a,"The vehicle's shape consists of a curving roof blending into a flat rear, tiered sections at the front and rear mimic headlight shapes, with recessed sides connecting a series of layered bricks for structural depth.",13
34d5304d-cf67-470c-8522-935e56de3c58,Compact car with blocky contours and rounded edges.,7
34d5304d-cf67-470c-8522-935e56de3c58,Small vehicle featuring an arched top and angular corners.,7
34d5304d-cf67-470c-8522-935e56de3c58,"The car's design includes a smoothly curved roof over a rectangular body with layered, tiered steps at the front and back.",6
34d5304d-cf67-470c-8522-935e56de3c58,"A compact car with a rounded top, flat sides, and a tiered front. The edges are sharp, creating a geometric alignment with recessed sides.",4
34d5304d-cf67-470c-8522-935e56de3c58,"The vehicle's shape consists of a curving roof blending into a flat rear, tiered sections at the front and rear mimic headlight shapes, with recessed sides connecting a series of layered bricks for structural depth.",2
627dd473-dfc6-45de-9178-e8a1c1606a62,Car with angular body and geometric contours.,5
627dd473-dfc6-45de-9178-e8a1c1606a62,Boxy car shape featuring a rectangular roof and compact structure.,15
627dd473-dfc6-45de-9178-e8a1c1606a62,Geometric car form with defined rectangular sections and blocky edges.,14
627dd473-dfc6-45de-9178-e8a1c1606a62,"The car showcases a distinct angular body with a flat top and prominent rectangular sides, complemented by a structured front and rear section.",11
627dd473-dfc6-45de-9178-e8a1c1606a62,"A car with a distinctly angular design featuring a flat, rectangular roof and block-like sides. Its body integrates several stepped layers and extends towards the rear in a unified block form, with a squared-off front and rear.",3
b2ed205d-f482-4ed4-8f29-892a0cc19192,Car with angular body and geometric contours.,5
b2ed205d-f482-4ed4-8f29-892a0cc19192,Boxy car shape featuring a rectangular roof and compact structure.,6
b2ed205d-f482-4ed4-8f29-892a0cc19192,Geometric car form with defined rectangular sections and blocky edges.,7
b2ed205d-f482-4ed4-8f29-892a0cc19192,"The car showcases a distinct angular body with a flat top and prominent rectangular sides, complemented by a structured front and rear section.",17
b2ed205d-f482-4ed4-8f29-892a0cc19192,"A car with a distinctly angular design featuring a flat, rectangular roof and block-like sides. Its body integrates several stepped layers and extends towards the rear in a unified block form, with a squared-off front and rear.",23
970a8e0d-bf00-49db-9c93-00945abfe351,"Car with a streamlined, blocky form and angular features.",18
970a8e0d-bf00-49db-9c93-00945abfe351,"Car featuring a compact, elongated shape with distinct angled surfaces.",14
970a8e0d-bf00-49db-9c93-00945abfe351,"Compact car with a sloped front, stepped top, and rectangular sides.",4
970a8e0d-bf00-49db-9c93-00945abfe351,"Car with an elongated rectangular body, a sloped front end, and a stepped roof. The sides are slightly recessed compared to the central body.",2
970a8e0d-bf00-49db-9c93-00945abfe351,"An elongated car with a rectangular structure, featuring a sloped front end and a stepped roof. The sides of the car are recessed, aligning with the lower body, while the rear end exhibits a block-like shape.",11
4f246f36-9742-4f82-afa6-3c4a7fd82117,"Car with a streamlined, blocky form and angular features.",36
4f246f36-9742-4f82-afa6-3c4a7fd82117,"Car featuring a compact, elongated shape with distinct angled surfaces.",8
4f246f36-9742-4f82-afa6-3c4a7fd82117,"Compact car with a sloped front, stepped top, and rectangular sides.",1
4f246f36-9742-4f82-afa6-3c4a7fd82117,"Car with an elongated rectangular body, a sloped front end, and a stepped roof. The sides are slightly recessed compared to the central body.",9
4f246f36-9742-4f82-afa6-3c4a7fd82117,"An elongated car with a rectangular structure, featuring a sloped front end and a stepped roof. The sides of the car are recessed, aligning with the lower body, while the rear end exhibits a block-like shape.",0
bd45a1b2-6453-4e10-a9f3-614f0d5caf8f,"Compact car with a blocky, angular form.",4
bd45a1b2-6453-4e10-a9f3-614f0d5caf8f,Rectangular car with stacked layers and distinct angular edges.,6
bd45a1b2-6453-4e10-a9f3-614f0d5caf8f,Car with a tiered rectangular structure featuring stepped front and rear sections.,7
bd45a1b2-6453-4e10-a9f3-614f0d5caf8f,"Boxy car with a layered top, defined front end, and elevated rear section built with rectangular units.",4
bd45a1b2-6453-4e10-a9f3-614f0d5caf8f,"A compact car featuring a rectangular base with layered, angular top sections. The front is characterized by stepped layers, while the rear is elevated. Sides display a uniform, blocky pattern with precise alignment, emphasizing the geometric structure.",11
d00fb171-0f21-4646-af29-2e18333fefc7,"Compact car with a blocky, angular form.",0
d00fb171-0f21-4646-af29-2e18333fefc7,Rectangular car with stacked layers and distinct angular edges.,3
d00fb171-0f21-4646-af29-2e18333fefc7,Car with a tiered rectangular structure featuring stepped front and rear sections.,10
d00fb171-0f21-4646-af29-2e18333fefc7,"Boxy car with a layered top, defined front end, and elevated rear section built with rectangular units.",2
d00fb171-0f21-4646-af29-2e18333fefc7,"A compact car featuring a rectangular base with layered, angular top sections. The front is characterized by stepped layers, while the rear is elevated. Sides display a uniform, blocky pattern with precise alignment, emphasizing the geometric structure.",3
b74b5903-8f01-4bba-8089-d44de9fb1ad4,Compact vehicle with a streamlined form.,22
b74b5903-8f01-4bba-8089-d44de9fb1ad4,"A compact automobile featuring a streamlined, rectangular shape.",7
b74b5903-8f01-4bba-8089-d44de9fb1ad4,Streamlined car with a boxy silhouette and angular edges.,13
b74b5903-8f01-4bba-8089-d44de9fb1ad4,"A small automobile with a rectangular body, squared edges, and tiered top surface.",9
b74b5903-8f01-4bba-8089-d44de9fb1ad4,"A compact car with a rectangular body, sharp angular sides, and a tiered roof, creating a layered effect on the top surface.",0
5e5c4d57-93fe-4baa-b5d5-bd833f041c5b,Compact vehicle with a streamlined form.,3
5e5c4d57-93fe-4baa-b5d5-bd833f041c5b,"A compact automobile featuring a streamlined, rectangular shape.",25
5e5c4d57-93fe-4baa-b5d5-bd833f041c5b,Streamlined car with a boxy silhouette and angular edges.,3
5e5c4d57-93fe-4baa-b5d5-bd833f041c5b,"A small automobile with a rectangular body, squared edges, and tiered top surface.",15
5e5c4d57-93fe-4baa-b5d5-bd833f041c5b,"A compact car with a rectangular body, sharp angular sides, and a tiered roof, creating a layered effect on the top surface.",2
95247719-1cde-40c4-b071-94dd49d7b1b8,Car with rounded roof and compact form.,1
95247719-1cde-40c4-b071-94dd49d7b1b8,A compact car with a squared front and rounded roof.,1
95247719-1cde-40c4-b071-94dd49d7b1b8,"Car featuring a rectangular body, curved roof, and squared front.",0
95247719-1cde-40c4-b071-94dd49d7b1b8,"Compact car with a blocky front, rounded roof, rectangular body, and tiered rear.",4
95247719-1cde-40c4-b071-94dd49d7b1b8,"Car with a blocky front and rectangular sides. The roof is rounded, and the rear tiered. The sides are mostly flat and vertical, providing a balanced rectangular silhouette.",38
395f7d08-b2a1-4e69-b382-6ccf13a00123,Car with rounded roof and compact form.,4
395f7d08-b2a1-4e69-b382-6ccf13a00123,A compact car with a squared front and rounded roof.,6
395f7d08-b2a1-4e69-b382-6ccf13a00123,"Car featuring a rectangular body, curved roof, and squared front.",6
395f7d08-b2a1-4e69-b382-6ccf13a00123,"Compact car with a blocky front, rounded roof, rectangular body, and tiered rear.",1
395f7d08-b2a1-4e69-b382-6ccf13a00123,"Car with a blocky front and rectangular sides. The roof is rounded, and the rear tiered. The sides are mostly flat and vertical, providing a balanced rectangular silhouette.",1
56cdd957-f8b9-4fa5-aa33-ee9c7ce6c6a8,Car with rounded form and segmented exterior features.,1
56cdd957-f8b9-4fa5-aa33-ee9c7ce6c6a8,"Compact car with sloped back, squared front, and tiered roof.",18
56cdd957-f8b9-4fa5-aa33-ee9c7ce6c6a8,Small vehicle with a layered roof and recessed front curves.,2
56cdd957-f8b9-4fa5-aa33-ee9c7ce6c6a8,"Rounded vehicle body with a tiered roof, layered sides, and squared rear.",12
56cdd957-f8b9-4fa5-aa33-ee9c7ce6c6a8,"Curved car structure featuring a tiered roof, segmented sides with layered bricks, a sloped rear, and a squared front.",4
e242eff0-9fca-4a11-9aea-38b21bb7d299,Car with rounded form and segmented exterior features.,1
e242eff0-9fca-4a11-9aea-38b21bb7d299,"Compact car with sloped back, squared front, and tiered roof.",2
e242eff0-9fca-4a11-9aea-38b21bb7d299,Small vehicle with a layered roof and recessed front curves.,17
e242eff0-9fca-4a11-9aea-38b21bb7d299,"Rounded vehicle body with a tiered roof, layered sides, and squared rear.",41
e242eff0-9fca-4a11-9aea-38b21bb7d299,"Curved car structure featuring a tiered roof, segmented sides with layered bricks, a sloped rear, and a squared front.",7
2343c4f7-cd00-40a7-94f8-67e2a05b3357,"Compact car with a streamlined, rectangular body.",37
2343c4f7-cd00-40a7-94f8-67e2a05b3357,"Small vehicle featuring a low, elongated profile and a flat top.",0
2343c4f7-cd00-40a7-94f8-67e2a05b3357,"Car with a rectangular form, flat top, and layered geometric contours.",2
2343c4f7-cd00-40a7-94f8-67e2a05b3357,"Vehicle with a low, rectangular shape, smooth top, sloped front, and rear end detailing.",13
2343c4f7-cd00-40a7-94f8-67e2a05b3357,"A compact rectangular vehicle with a flat upper surface, tiered sides, and a slanted front and rear, giving it a cohesive geometric look.",0
f51970b3-683a-418c-879d-e7330d805a34,"Compact car with a streamlined, rectangular body.",14
f51970b3-683a-418c-879d-e7330d805a34,"Small vehicle featuring a low, elongated profile and a flat top.",4
f51970b3-683a-418c-879d-e7330d805a34,"Car with a rectangular form, flat top, and layered geometric contours.",6
f51970b3-683a-418c-879d-e7330d805a34,"Vehicle with a low, rectangular shape, smooth top, sloped front, and rear end detailing.",0
f51970b3-683a-418c-879d-e7330d805a34,"A compact rectangular vehicle with a flat upper surface, tiered sides, and a slanted front and rear, giving it a cohesive geometric look.",10
7f5e9210-0e86-44dc-8526-7410f2f78c6c,Compact car with blocky build and abstract contours.,9
7f5e9210-0e86-44dc-8526-7410f2f78c6c,"A small car featuring layered, rectangular shapes and stepped sections.",14
7f5e9210-0e86-44dc-8526-7410f2f78c6c,"Car with interlocking rectangular shapes, highlighted by stepped sections and geometric lines.",9
7f5e9210-0e86-44dc-8526-7410f2f78c6c,"The car's body has a block-like assembly of rectangular layers, a high rear, flat roof, and contours creating a unified but segmented profile.",7
7f5e9210-0e86-44dc-8526-7410f2f78c6c,"A compact car displays blocky geometry with a flat roof, a high rear, and layered rectangular shapes. The sides feature stepped sections, while the front and rear extend outward slightly, emphasizing a robust and abstract form.",5
0ff718b0-847f-4ca0-b63f-531e9ba69bd2,Compact car with blocky build and abstract contours.,31
0ff718b0-847f-4ca0-b63f-531e9ba69bd2,"A small car featuring layered, rectangular shapes and stepped sections.",4
0ff718b0-847f-4ca0-b63f-531e9ba69bd2,"Car with interlocking rectangular shapes, highlighted by stepped sections and geometric lines.",8
0ff718b0-847f-4ca0-b63f-531e9ba69bd2,"The car's body has a block-like assembly of rectangular layers, a high rear, flat roof, and contours creating a unified but segmented profile.",6
0ff718b0-847f-4ca0-b63f-531e9ba69bd2,"A compact car displays blocky geometry with a flat roof, a high rear, and layered rectangular shapes. The sides feature stepped sections, while the front and rear extend outward slightly, emphasizing a robust and abstract form.",33
da1efdc7-6332-4d65-b959-22366e19e3cf,Compact car with distinct geometric features.,18
da1efdc7-6332-4d65-b959-22366e19e3cf,"Vehicle with a blocky outline, featuring angular corners and flat surfaces.",6
da1efdc7-6332-4d65-b959-22366e19e3cf,Automobile form with stepped protrusions at the front and a lowered rear section.,12
da1efdc7-6332-4d65-b959-22366e19e3cf,"Car silhouette featuring a varied elevation across its length, with separations on its top surface.",6
da1efdc7-6332-4d65-b959-22366e19e3cf,"A car-shaped structure with a stepped front section leading into a flat main body. The rear portion is slightly elevated, and the top surface has evenly spaced small elevations.",11
e3e40f4a-de87-4391-a9ff-819ee6568cdc,Compact car with distinct geometric features.,11
e3e40f4a-de87-4391-a9ff-819ee6568cdc,"Vehicle with a blocky outline, featuring angular corners and flat surfaces.",8
e3e40f4a-de87-4391-a9ff-819ee6568cdc,Automobile form with stepped protrusions at the front and a lowered rear section.,1
e3e40f4a-de87-4391-a9ff-819ee6568cdc,"Car silhouette featuring a varied elevation across its length, with separations on its top surface.",2
e3e40f4a-de87-4391-a9ff-819ee6568cdc,"A car-shaped structure with a stepped front section leading into a flat main body. The rear portion is slightly elevated, and the top surface has evenly spaced small elevations.",5
aec9be9c-6676-4f29-9fcf-4b428b0428c2,Compact car with a blocky design and angular edges.,12
aec9be9c-6676-4f29-9fcf-4b428b0428c2,"Boxy car featuring a flat roof, pronounced front, and rear bumpers.",3
aec9be9c-6676-4f29-9fcf-4b428b0428c2,"Car with a stepped rectangular top, angular front face, protruding bumpers, and leveled side skirts.",8
aec9be9c-6676-4f29-9fcf-4b428b0428c2,"Rectangular car body with a stepped roof, tiered front, and rear sections. The angular sides house integrated elements connecting the top and bottom sections.",9
aec9be9c-6676-4f29-9fcf-4b428b0428c2,"The car features a rectangular body with distinct steps on the roofline and a pronounced front with angular edges. The sides are crafted with straight lines leading to tapered ends, and the base has integrated low-profile elements along the chassis.",9
24ad6688-98a8-4603-a6d2-d7e812431c72,Compact car with a blocky design and angular edges.,7
24ad6688-98a8-4603-a6d2-d7e812431c72,"Boxy car featuring a flat roof, pronounced front, and rear bumpers.",6
24ad6688-98a8-4603-a6d2-d7e812431c72,"Car with a stepped rectangular top, angular front face, protruding bumpers, and leveled side skirts.",21
24ad6688-98a8-4603-a6d2-d7e812431c72,"Rectangular car body with a stepped roof, tiered front, and rear sections. The angular sides house integrated elements connecting the top and bottom sections.",0
