structure_id,prompt,brick_rejections
e263ce62-2ca7-4ebb-b33a-b8dff064e061,"Vehicle with a boxy frame, layered roof, and angular front section.",169
e263ce62-2ca7-4ebb-b33a-b8dff064e061,"Boxy car exhibiting a stepped roofline, straight-edged front, and squared sides.",305
e263ce62-2ca7-4ebb-b33a-b8dff064e061,"Rectangular car with angular front, layered roofline, rectangular sides, and subtly protruding wheel wells on the corners.",29
3e899631-9c84-4ad3-9dc3-fd5619100a50,A boxy car with protruding front and rear sections.,89
3e899631-9c84-4ad3-9dc3-fd5619100a50,A rectangular car with elevated panels and a pronounced hood and trunk.,10
3e899631-9c84-4ad3-9dc3-fd5619100a50,"Boxy car with a raised angular roof, flat base, and squared edges.",55
3e899631-9c84-4ad3-9dc3-fd5619100a50,"Rectangular car featuring layered, staggered blocks forming a raised hood, angular roof, and extended rear section.",19
3e899631-9c84-4ad3-9dc3-fd5619100a50,"A complex rectangular car with layered components, including a front section with a raised block structure forming the hood, a central elevated roof area, and an elongated rear ending with distinct block formations.",52
a928a050-8416-465c-b6ee-9961ebdc6a3f,A boxy car with protruding front and rear sections.,34
a928a050-8416-465c-b6ee-9961ebdc6a3f,A rectangular car with elevated panels and a pronounced hood and trunk.,169
a928a050-8416-465c-b6ee-9961ebdc6a3f,"Boxy car with a raised angular roof, flat base, and squared edges.",447
a928a050-8416-465c-b6ee-9961ebdc6a3f,"Rectangular car featuring layered, staggered blocks forming a raised hood, angular roof, and extended rear section.",0
a928a050-8416-465c-b6ee-9961ebdc6a3f,"A complex rectangular car with layered components, including a front section with a raised block structure forming the hood, a central elevated roof area, and an elongated rear ending with distinct block formations.",137
8c9d2a84-b2bf-456f-89e6-bbba753a985d,A compact car with a blocky structure and rounded edges.,164
8c9d2a84-b2bf-456f-89e6-bbba753a985d,The car has a rectangular footprint and a slightly curved front.,146
8c9d2a84-b2bf-456f-89e6-bbba753a985d,A small car featuring a streamlined roof and a squared rear section with distinct wheel arches.,83
8c9d2a84-b2bf-456f-89e6-bbba753a985d,"A brick-built vehicle with a flat roof, elongated body, square front, and rear designs with inset rectangles for wheel placement.",0
8c9d2a84-b2bf-456f-89e6-bbba753a985d,"A block-constructed car exhibiting an elongated rectangular frame, flat rooftop, gently tapering front, squared rear, and pronounced rectangular protrusions for wheel arches.",717
f97c770a-0a61-46d4-a020-9b56c00633b3,A compact car with a blocky structure and rounded edges.,367
f97c770a-0a61-46d4-a020-9b56c00633b3,The car has a rectangular footprint and a slightly curved front.,13
f97c770a-0a61-46d4-a020-9b56c00633b3,A small car featuring a streamlined roof and a squared rear section with distinct wheel arches.,138
f97c770a-0a61-46d4-a020-9b56c00633b3,"A brick-built vehicle with a flat roof, elongated body, square front, and rear designs with inset rectangles for wheel placement.",9
f97c770a-0a61-46d4-a020-9b56c00633b3,"A block-constructed car exhibiting an elongated rectangular frame, flat rooftop, gently tapering front, squared rear, and pronounced rectangular protrusions for wheel arches.",122
149488d5-98c6-4d6e-8846-2c980a32be17,"Compact car with layered, angular exterior and blocky contours.",66
149488d5-98c6-4d6e-8846-2c980a32be17,"Small vehicle featuring tiered surfaces, angular edges, and geometric outlines.",41
149488d5-98c6-4d6e-8846-2c980a32be17,"Vehicle form with stepped body, angular sides, and layered sections.",168
149488d5-98c6-4d6e-8846-2c980a32be17,"Automobile shape with multi-leveled surfaces, pronounced angularity, compact dimensions.",337
149488d5-98c6-4d6e-8846-2c980a32be17,"A compact automobile featuring a tiered silhouette and angular body. The structure reveals block-like components forming the roof and sides, with a distinct angular facade. Smooth transitions between levels create a coherent form, with defined edges accentuating its detailed, layered appearance.",47
c95c2393-a357-4f79-9869-667f83691ac8,"Compact car with layered, angular exterior and blocky contours.",320
c95c2393-a357-4f79-9869-667f83691ac8,"Small vehicle featuring tiered surfaces, angular edges, and geometric outlines.",479
c95c2393-a357-4f79-9869-667f83691ac8,"Vehicle form with stepped body, angular sides, and layered sections.",362
c95c2393-a357-4f79-9869-667f83691ac8,"Automobile shape with multi-leveled surfaces, pronounced angularity, compact dimensions.",890
c95c2393-a357-4f79-9869-667f83691ac8,"A compact automobile featuring a tiered silhouette and angular body. The structure reveals block-like components forming the roof and sides, with a distinct angular facade. Smooth transitions between levels create a coherent form, with defined edges accentuating its detailed, layered appearance.",271
af5d1c9e-eaf5-4406-896d-56e2caafc9ab,Car with a layered rectangular body and protruding elements.,271
af5d1c9e-eaf5-4406-896d-56e2caafc9ab,A vehicle featuring a blocky form with distinct geometric contours.,250
af5d1c9e-eaf5-4406-896d-56e2caafc9ab,"Automobile showcasing a rectangular base with stacked, tiered contours and angular extensions.",68
af5d1c9e-eaf5-4406-896d-56e2caafc9ab,"Box-shaped car with a flat top, tiered sides, extending rear, and angular front corners.",131
af5d1c9e-eaf5-4406-896d-56e2caafc9ab,"Rectilinear car with a flat roof, layered sides narrowing at the top, extended rear, and angular front. The base is rectangular with intricate blocked contours defining the front and rear.",57
6b1b0a52-823f-4f6a-8e3a-83f1d14a4c70,Car with a layered rectangular body and protruding elements.,60
6b1b0a52-823f-4f6a-8e3a-83f1d14a4c70,A vehicle featuring a blocky form with distinct geometric contours.,461
6b1b0a52-823f-4f6a-8e3a-83f1d14a4c70,"Automobile showcasing a rectangular base with stacked, tiered contours and angular extensions.",260
6b1b0a52-823f-4f6a-8e3a-83f1d14a4c70,"Box-shaped car with a flat top, tiered sides, extending rear, and angular front corners.",159
6b1b0a52-823f-4f6a-8e3a-83f1d14a4c70,"Rectilinear car with a flat roof, layered sides narrowing at the top, extended rear, and angular front. The base is rectangular with intricate blocked contours defining the front and rear.",147
f8aa3577-e2d2-440e-abf0-b2155e850fbb,Car with a blocky and compact shape.,18
f8aa3577-e2d2-440e-abf0-b2155e850fbb,Block-like car with a smooth top and distinct edges.,3
f8aa3577-e2d2-440e-abf0-b2155e850fbb,Compact car form featuring a rectangular body and squared sections.,438
f8aa3577-e2d2-440e-abf0-b2155e850fbb,"Squared car with protruding wheel areas, a ridged top, and recessed front.",115
f8aa3577-e2d2-440e-abf0-b2155e850fbb,"Car with rectangular form, squared edges, prominent ridged roof, protruding front wheels, and recessed rear section.",127
7cef567d-d5da-4cb3-8c8b-741a28ea4df9,Compact car with block-like structure and raised roof.,55
7cef567d-d5da-4cb3-8c8b-741a28ea4df9,"Compact, angular car featuring a rectangular frame and defined contours.",54
7cef567d-d5da-4cb3-8c8b-741a28ea4df9,"Boxy car with elevated hood, pronounced cabin, and rectangular windows.",41
7cef567d-d5da-4cb3-8c8b-741a28ea4df9,"Rectangular car with defined edges, flat roof, protruding hood, and smooth sides.",189
7cef567d-d5da-4cb3-8c8b-741a28ea4df9,"A compact, block-like car with a rectangular hood, raised roof, and flat trunk. It features cubic headlights and a defined bumper affixed to the front. The cabin has flat sides and a high, smooth surface, while the rear includes a simple, squared bumper design.",51
e42b68d2-f471-4be7-8b74-e0b187b807a2,Compact car with block-like structure and raised roof.,162
e42b68d2-f471-4be7-8b74-e0b187b807a2,"Compact, angular car featuring a rectangular frame and defined contours.",97
e42b68d2-f471-4be7-8b74-e0b187b807a2,"Boxy car with elevated hood, pronounced cabin, and rectangular windows.",3
e42b68d2-f471-4be7-8b74-e0b187b807a2,"Rectangular car with defined edges, flat roof, protruding hood, and smooth sides.",45
e42b68d2-f471-4be7-8b74-e0b187b807a2,"A compact, block-like car with a rectangular hood, raised roof, and flat trunk. It features cubic headlights and a defined bumper affixed to the front. The cabin has flat sides and a high, smooth surface, while the rear includes a simple, squared bumper design.",346
d503d7a7-ffb3-4015-b1cc-b8b9e6abad21,"Compact car with a blocky, cubic shape.",18
d503d7a7-ffb3-4015-b1cc-b8b9e6abad21,The vehicle features a boxy structure with a flat roof.,65
d503d7a7-ffb3-4015-b1cc-b8b9e6abad21,Compact automobile with a low-lying front profile and rectangular body.,174
d503d7a7-ffb3-4015-b1cc-b8b9e6abad21,"This car exhibits a streamlined structure with a broad, flat roof and a squared rear section, attached to a slightly rounded front.",116
d503d7a7-ffb3-4015-b1cc-b8b9e6abad21,"A brick-constructed vehicle with a wide, flat roof and squared rear, transitioning into a subtly curved front. The side panels are vertically aligned, forming a continuous line along the length, while the front and rear are distinctly angled, creating a well-defined, compact shape.",63
6b98d802-9386-4951-bd28-b1d6b4b2c607,"Compact car with a blocky, cubic shape.",104
6b98d802-9386-4951-bd28-b1d6b4b2c607,The vehicle features a boxy structure with a flat roof.,301
6b98d802-9386-4951-bd28-b1d6b4b2c607,Compact automobile with a low-lying front profile and rectangular body.,97
6b98d802-9386-4951-bd28-b1d6b4b2c607,"This car exhibits a streamlined structure with a broad, flat roof and a squared rear section, attached to a slightly rounded front.",266
6b98d802-9386-4951-bd28-b1d6b4b2c607,"A brick-constructed vehicle with a wide, flat roof and squared rear, transitioning into a subtly curved front. The side panels are vertically aligned, forming a continuous line along the length, while the front and rear are distinctly angled, creating a well-defined, compact shape.",168
24e2940d-4622-4b16-8f00-dfb4f9b7cb5f,Compact car with rectangular body and flat surfaces.,94
24e2940d-4622-4b16-8f00-dfb4f9b7cb5f,"Boxy car featuring a rectangular body, flat roof, and raised front.",212
24e2940d-4622-4b16-8f00-dfb4f9b7cb5f,Rectangular car shape with a flat top and stepped rear section.,53
24e2940d-4622-4b16-8f00-dfb4f9b7cb5f,"Car with a box-like structure, flat roof, stepped rear, and protruding front facets.",77
24e2940d-4622-4b16-8f00-dfb4f9b7cb5f,"Car featuring a rectangular body, flat roof, and distinct stepped rear. The front extends outward with layered surfaces, contrasting with flat sides and a subtle rise towards the rear top.",62
b2f62227-405c-419c-8a6c-9eed17562f42,"Compact, blocky car with layered, angular contours.",155
b2f62227-405c-419c-8a6c-9eed17562f42,Angular car form featuring a blocky shape and tiered surfaces.,194
b2f62227-405c-419c-8a6c-9eed17562f42,"Blocky car shape with angular surfaces, layered steps, and a prominent overhanging top.",4
b2f62227-405c-419c-8a6c-9eed17562f42,"Angular car structure with layered, block-like sections including a stepped roof, protruding front, and squared back.",32
b2f62227-405c-419c-8a6c-9eed17562f42,"A compact car with angular surfaces, featuring a distinct tiered roof and boxy body. The front is protruding and block-like, while the rear is squared with a layered construction. The entire form consists of interlocking, staggered segments creating a cohesive geometric appearance.",21
c259893b-24f4-442f-aea3-d14cacd8e299,"Compact, blocky car with layered, angular contours.",6
c259893b-24f4-442f-aea3-d14cacd8e299,Angular car form featuring a blocky shape and tiered surfaces.,24
c259893b-24f4-442f-aea3-d14cacd8e299,"Blocky car shape with angular surfaces, layered steps, and a prominent overhanging top.",3
c259893b-24f4-442f-aea3-d14cacd8e299,"Angular car structure with layered, block-like sections including a stepped roof, protruding front, and squared back.",19
c259893b-24f4-442f-aea3-d14cacd8e299,"A compact car with angular surfaces, featuring a distinct tiered roof and boxy body. The front is protruding and block-like, while the rear is squared with a layered construction. The entire form consists of interlocking, staggered segments creating a cohesive geometric appearance.",0
663e5eeb-6c4b-4904-a569-23641f430375,"Compact car with a blocky, streamlined shape.",410
663e5eeb-6c4b-4904-a569-23641f430375,Boxy car featuring a layered top and flat sides.,289
663e5eeb-6c4b-4904-a569-23641f430375,"Car with a tiered roof, angled front, and rigid rectangular base.",361
663e5eeb-6c4b-4904-a569-23641f430375,"Distinct car shape with elevated sections and squared protrusions at the roof, a sloping front end, and rigidly vertical sides.",66
663e5eeb-6c4b-4904-a569-23641f430375,"Detailed car form with a tiered roof composed of stacked rectangular elements, squared protrusions at the roof edges, a gently sloping front tapering to a squared-off rear, and flat, vertical sides maintaining a uniform width throughout.",158
624945f5-1c55-47fd-939e-28809627c9b2,"Compact car with a blocky, streamlined shape.",325
624945f5-1c55-47fd-939e-28809627c9b2,Boxy car featuring a layered top and flat sides.,144
624945f5-1c55-47fd-939e-28809627c9b2,"Car with a tiered roof, angled front, and rigid rectangular base.",21
624945f5-1c55-47fd-939e-28809627c9b2,"Distinct car shape with elevated sections and squared protrusions at the roof, a sloping front end, and rigidly vertical sides.",47
624945f5-1c55-47fd-939e-28809627c9b2,"Detailed car form with a tiered roof composed of stacked rectangular elements, squared protrusions at the roof edges, a gently sloping front tapering to a squared-off rear, and flat, vertical sides maintaining a uniform width throughout.",708
cb00d54f-2511-4925-834f-fdc7e7db4c28,Car with a rectangular body and tiered rooftop.,192
cb00d54f-2511-4925-834f-fdc7e7db4c28,A rectangular car structure with tiered layers on top.,11
cb00d54f-2511-4925-834f-fdc7e7db4c28,A box-shaped car form with layered roof segments and angular edges.,424
cb00d54f-2511-4925-834f-fdc7e7db4c28,"A rectangular car body featuring a stepped roof and protruding front section. The sides are uniformly smooth, enhancing its geometric precision.",92
cb00d54f-2511-4925-834f-fdc7e7db4c28,"A rectangular car shape with a tiered roof, angular front protrusion, and a uniform side surface. The overall form is elongated, with a notably stepped roof and an angular section creating the car's front outline.",108
4d70e0d4-2111-4484-9610-c7d171fa6626,Car with a rectangular body and tiered rooftop.,307
4d70e0d4-2111-4484-9610-c7d171fa6626,A rectangular car structure with tiered layers on top.,112
4d70e0d4-2111-4484-9610-c7d171fa6626,A box-shaped car form with layered roof segments and angular edges.,75
4d70e0d4-2111-4484-9610-c7d171fa6626,"A rectangular car body featuring a stepped roof and protruding front section. The sides are uniformly smooth, enhancing its geometric precision.",53
4d70e0d4-2111-4484-9610-c7d171fa6626,"A rectangular car shape with a tiered roof, angular front protrusion, and a uniform side surface. The overall form is elongated, with a notably stepped roof and an angular section creating the car's front outline.",52
ebea8caa-12e7-44fd-9236-b0ca517a5491,"Car with layered sections, rounded edges, and elevated base.",36
ebea8caa-12e7-44fd-9236-b0ca517a5491,Compact automobile featuring a tiered body and elevated wheel arches.,1364
ebea8caa-12e7-44fd-9236-b0ca517a5491,"Vehicle with a multi-leveled body, curved edges, and raised axle areas.",15
ebea8caa-12e7-44fd-9236-b0ca517a5491,"Compact automobile structure with stepped bodywork and symmetrical curves, each corner raised on robust supports.",94
ebea8caa-12e7-44fd-9236-b0ca517a5491,"The car features a tiered body with symmetrical, rounded corners. Elevated sections mimic wheel arches, providing a balanced stance with a compact, interconnected front and rear.",112
0cb4d54a-e6ba-4a1c-a02c-0cfb92a4e357,"Car with layered sections, rounded edges, and elevated base.",73
0cb4d54a-e6ba-4a1c-a02c-0cfb92a4e357,Compact automobile featuring a tiered body and elevated wheel arches.,124
0cb4d54a-e6ba-4a1c-a02c-0cfb92a4e357,"Vehicle with a multi-leveled body, curved edges, and raised axle areas.",58
0cb4d54a-e6ba-4a1c-a02c-0cfb92a4e357,"Compact automobile structure with stepped bodywork and symmetrical curves, each corner raised on robust supports.",183
0cb4d54a-e6ba-4a1c-a02c-0cfb92a4e357,"The car features a tiered body with symmetrical, rounded corners. Elevated sections mimic wheel arches, providing a balanced stance with a compact, interconnected front and rear.",2
edbf5cca-87ac-4a7b-82ba-ebe78371f580,"Compact car with a streamlined, symmetrical shape.",8
edbf5cca-87ac-4a7b-82ba-ebe78371f580,Rectangular car with blocky contours and smooth edges.,75
edbf5cca-87ac-4a7b-82ba-ebe78371f580,Boxy car featuring an elongated form with a flat roof.,754
edbf5cca-87ac-4a7b-82ba-ebe78371f580,"The car has a rectangular body with a flat top, elevated slightly at the rear. The front has a protruding grille.",49
edbf5cca-87ac-4a7b-82ba-ebe78371f580,"Rectangular car with a flat roof and smooth sides, featuring a raised back section. The front includes a stepped grille section for added detail. The sides are consistent with flat surfaces, maintaining symmetry throughout.",48
04b856d3-a9eb-42e3-bd5f-60405412f0b9,"Compact car with a streamlined, symmetrical shape.",134
04b856d3-a9eb-42e3-bd5f-60405412f0b9,Rectangular car with blocky contours and smooth edges.,2
04b856d3-a9eb-42e3-bd5f-60405412f0b9,Boxy car featuring an elongated form with a flat roof.,497
04b856d3-a9eb-42e3-bd5f-60405412f0b9,"The car has a rectangular body with a flat top, elevated slightly at the rear. The front has a protruding grille.",93
04b856d3-a9eb-42e3-bd5f-60405412f0b9,"Rectangular car with a flat roof and smooth sides, featuring a raised back section. The front includes a stepped grille section for added detail. The sides are consistent with flat surfaces, maintaining symmetry throughout.",223
2ede9810-12a3-4a8b-a171-259e46da207d,"Compact car with a rounded, layered profile.",49
2ede9810-12a3-4a8b-a171-259e46da207d,"Small vehicle featuring a gradual, stepped roofline and curved contour.",0
2ede9810-12a3-4a8b-a171-259e46da207d,"Miniature automobile with a tiered roof, arched wheel wells, and subtle rear protrusion.",552
2ede9810-12a3-4a8b-a171-259e46da207d,"A diminutive car showcasing a stacked roof structure, smooth arched fenders, and uniform rectangular composition.",360
2ede9810-12a3-4a8b-a171-259e46da207d,"Compact, layered car design with an arched roof composed of incremental step-like layers, pronounced wheel arch, and blocky rear extension.",136
08790f68-6906-4fe8-bf5e-8be859488ebb,"Compact car with a rounded, layered profile.",194
08790f68-6906-4fe8-bf5e-8be859488ebb,"Small vehicle featuring a gradual, stepped roofline and curved contour.",291
08790f68-6906-4fe8-bf5e-8be859488ebb,"Miniature automobile with a tiered roof, arched wheel wells, and subtle rear protrusion.",196
08790f68-6906-4fe8-bf5e-8be859488ebb,"A diminutive car showcasing a stacked roof structure, smooth arched fenders, and uniform rectangular composition.",385
08790f68-6906-4fe8-bf5e-8be859488ebb,"Compact, layered car design with an arched roof composed of incremental step-like layers, pronounced wheel arch, and blocky rear extension.",14
d31eb7de-5807-453f-861c-bf4b83897d98,Car with tiered roof and blocky contours.,181
d31eb7de-5807-453f-861c-bf4b83897d98,Four-wheeled car with a stepped roof and protruding front.,139
d31eb7de-5807-453f-861c-bf4b83897d98,"Compact car featuring a tiered top, quadratic corners, elevated rear.",12
d31eb7de-5807-453f-861c-bf4b83897d98,"Blocky car with distinctive stepped roof, protruding rectangular sections, sloped front and back.",295
d31eb7de-5807-453f-861c-bf4b83897d98,"Rectangular car with a raised rear, tiered roof structure, four solid wheels, and pronounced front section. The car's geometric form is defined by staggered bricks on top, with side sections slightly overlapping its base.",475
278aafaf-25b1-46c7-8b37-fa38e39a6d19,Car with tiered roof and blocky contours.,82
278aafaf-25b1-46c7-8b37-fa38e39a6d19,Four-wheeled car with a stepped roof and protruding front.,159
278aafaf-25b1-46c7-8b37-fa38e39a6d19,"Compact car featuring a tiered top, quadratic corners, elevated rear.",258
278aafaf-25b1-46c7-8b37-fa38e39a6d19,"Blocky car with distinctive stepped roof, protruding rectangular sections, sloped front and back.",9
278aafaf-25b1-46c7-8b37-fa38e39a6d19,"Rectangular car with a raised rear, tiered roof structure, four solid wheels, and pronounced front section. The car's geometric form is defined by staggered bricks on top, with side sections slightly overlapping its base.",268
f5b06f88-019b-4474-95e5-fc6cbaecaeb1,Car with distinct geometric shapes and layered sections.,68
f5b06f88-019b-4474-95e5-fc6cbaecaeb1,Compact vehicle featuring layered rectangles and a smooth top.,244
f5b06f88-019b-4474-95e5-fc6cbaecaeb1,"Geometric car form with stepped rear, flat roof, and tiered front.",8
f5b06f88-019b-4474-95e5-fc6cbaecaeb1,"Boxy vehicle with a flat roof, precise rectangular layers, and a step-shaped rear.",20
f5b06f88-019b-4474-95e5-fc6cbaecaeb1,"Rectangular car with a tiered front, flat top, slightly protruding sides, and a rear that drops in a stepped manner. Front and rear end display small horizontal projections, adding dimensionality to the overall form.",12
44d3c1cc-bc37-42b5-99e9-f27afc160916,Car with distinct geometric shapes and layered sections.,348
44d3c1cc-bc37-42b5-99e9-f27afc160916,Compact vehicle featuring layered rectangles and a smooth top.,303
44d3c1cc-bc37-42b5-99e9-f27afc160916,"Geometric car form with stepped rear, flat roof, and tiered front.",502
44d3c1cc-bc37-42b5-99e9-f27afc160916,"Boxy vehicle with a flat roof, precise rectangular layers, and a step-shaped rear.",52
44d3c1cc-bc37-42b5-99e9-f27afc160916,"Rectangular car with a tiered front, flat top, slightly protruding sides, and a rear that drops in a stepped manner. Front and rear end display small horizontal projections, adding dimensionality to the overall form.",138
688bf195-b76b-47ff-9f0a-ab6c1c176d12,Car with a boxy shape and simple geometric features.,6
688bf195-b76b-47ff-9f0a-ab6c1c176d12,Rectangular car featuring blocky contours with an angular roofline.,259
688bf195-b76b-47ff-9f0a-ab6c1c176d12,"Boxy car with a flat roof, angular front, and stepped rear section.",98
688bf195-b76b-47ff-9f0a-ab6c1c176d12,"A rectangular car with a low, angular roof, flat surfaces, and a stepped rear. The front has a slight incline leading to a squared-off nose.",187
688bf195-b76b-47ff-9f0a-ab6c1c176d12,"The car exhibits a rectangular form with a flat roof and angular roofline. The front is slightly inclined, leading to a squared nose. The rear features a stepped section, while flat surfaces define the sides, composed of stacked elements, maintaining a streamlined yet blocky appearance.",702
dfd7e2cf-a325-4e9f-8434-5adfc99fa8c8,Car with a boxy shape and simple geometric features.,39
dfd7e2cf-a325-4e9f-8434-5adfc99fa8c8,Rectangular car featuring blocky contours with an angular roofline.,41
dfd7e2cf-a325-4e9f-8434-5adfc99fa8c8,"Boxy car with a flat roof, angular front, and stepped rear section.",145
dfd7e2cf-a325-4e9f-8434-5adfc99fa8c8,"A rectangular car with a low, angular roof, flat surfaces, and a stepped rear. The front has a slight incline leading to a squared-off nose.",572
dfd7e2cf-a325-4e9f-8434-5adfc99fa8c8,"The car exhibits a rectangular form with a flat roof and angular roofline. The front is slightly inclined, leading to a squared nose. The rear features a stepped section, while flat surfaces define the sides, composed of stacked elements, maintaining a streamlined yet blocky appearance.",163
7be029bd-a134-4b8f-9085-fcf079c2e740,Car with distinct geometric shapes and layered surfaces.,27
7be029bd-a134-4b8f-9085-fcf079c2e740,"Automobile with rectangular base, angular roof, and stacked features.",15
7be029bd-a134-4b8f-9085-fcf079c2e740,"Vehicle featuring a rectangular body, inclined front, and layered top components.",288
7be029bd-a134-4b8f-9085-fcf079c2e740,"Compact vehicle with a rectangular foundation, tiered surfaces, protruding front, and recessed rear section.",180
7be029bd-a134-4b8f-9085-fcf079c2e740,"A compact car with a rectangular base, slightly inclined at the front and back. The top surface is tiered with layered bricks, creating an angular roof. The front section protrudes slightly, and the rear includes a recessed element, suggesting taillight positions.",33
df2e44e5-f829-4845-9fab-66c7bf2231d2,Car with distinct geometric shapes and layered surfaces.,79
df2e44e5-f829-4845-9fab-66c7bf2231d2,"Automobile with rectangular base, angular roof, and stacked features.",239
df2e44e5-f829-4845-9fab-66c7bf2231d2,"Vehicle featuring a rectangular body, inclined front, and layered top components.",81
df2e44e5-f829-4845-9fab-66c7bf2231d2,"Compact vehicle with a rectangular foundation, tiered surfaces, protruding front, and recessed rear section.",145
df2e44e5-f829-4845-9fab-66c7bf2231d2,"A compact car with a rectangular base, slightly inclined at the front and back. The top surface is tiered with layered bricks, creating an angular roof. The front section protrudes slightly, and the rear includes a recessed element, suggesting taillight positions.",124
3358ddcd-918d-4089-ada7-61df030d9e26,Compact vehicle with angular top and blocky elements.,245
3358ddcd-918d-4089-ada7-61df030d9e26,"Compact car with an angular top, elevated front, and squared back.",447
3358ddcd-918d-4089-ada7-61df030d9e26,"The small car features sharp angles, a raised front region, and an indented back area.",1519
3358ddcd-918d-4089-ada7-61df030d9e26,This vehicle has a sloped roof leading to a boxy rear. Rectangular bumpers flank the front and back edges.,82
3358ddcd-918d-4089-ada7-61df030d9e26,"A small car with a slightly sloping roof that transitions into a squared rear section. It features defined edges, a tiered block formation on its roof, and prominent, rectangular forms at both the front and rear. The undercarriage edges are straight, echoing the upper angles.",289
2f178a89-4b4b-447a-a563-ec9e3df4cd5f,Compact vehicle with angular top and blocky elements.,61
2f178a89-4b4b-447a-a563-ec9e3df4cd5f,"Compact car with an angular top, elevated front, and squared back.",19
2f178a89-4b4b-447a-a563-ec9e3df4cd5f,"The small car features sharp angles, a raised front region, and an indented back area.",2
2f178a89-4b4b-447a-a563-ec9e3df4cd5f,This vehicle has a sloped roof leading to a boxy rear. Rectangular bumpers flank the front and back edges.,217
2f178a89-4b4b-447a-a563-ec9e3df4cd5f,"A small car with a slightly sloping roof that transitions into a squared rear section. It features defined edges, a tiered block formation on its roof, and prominent, rectangular forms at both the front and rear. The undercarriage edges are straight, echoing the upper angles.",7
044cdf9f-c50b-4299-88e1-e78e4f7697fb,Compact toy vehicle with blocky contours and angled facets.,119
044cdf9f-c50b-4299-88e1-e78e4f7697fb,"Small car featuring angular edges, a flat top, and protruding elements.",144
044cdf9f-c50b-4299-88e1-e78e4f7697fb,"A miniature vehicle with a square-like body, sloped sides, and distinct block protrusions.",37
044cdf9f-c50b-4299-88e1-e78e4f7697fb,"Toy car with a flat, rectangular top, angled front and rear sections, and blocky protruding details on its sides and top.",49
044cdf9f-c50b-4299-88e1-e78e4f7697fb,"This toy car exhibits a rectangular body, with a flat top and sides extending outward near the base. Its front slopes slightly, incorporating squared elements, while the rear features a blocky, recessed section. Protrusions along the side add a defined texture to the otherwise smooth, angled car frame.",41
1c5daef4-51a0-4b2f-881b-eb4c230224fd,Compact toy vehicle with blocky contours and angled facets.,118
1c5daef4-51a0-4b2f-881b-eb4c230224fd,"Small car featuring angular edges, a flat top, and protruding elements.",225
1c5daef4-51a0-4b2f-881b-eb4c230224fd,"A miniature vehicle with a square-like body, sloped sides, and distinct block protrusions.",77
