structure_id,prompt,collision,already_rejected
3e899631-9c84-4ad3-9dc3-fd5619100a50,"Boxy car with a raised angular roof, flat base, and squared edges.",12,43
3e899631-9c84-4ad3-9dc3-fd5619100a50,"Rectangular car featuring layered, staggered blocks forming a raised hood, angular roof, and extended rear section.",3,15,1
3e899631-9c84-4ad3-9dc3-fd5619100a50,"A complex rectangular car with layered components, including a front section with a raised block structure forming the hood, a central elevated roof area, and an elongated rear ending with distinct block formations.",12,40
a928a050-8416-465c-b6ee-9961ebdc6a3f,A boxy car with protruding front and rear sections.,5,29
a928a050-8416-465c-b6ee-9961ebdc6a3f,A rectangular car with elevated panels and a pronounced hood and trunk.,34,135
a928a050-8416-465c-b6ee-9961ebdc6a3f,"Boxy car with a raised angular roof, flat base, and squared edges.",60,386,1
a928a050-8416-465c-b6ee-9961ebdc6a3f,"Rectangular car featuring layered, staggered blocks forming a raised hood, angular roof, and extended rear section."
a928a050-8416-465c-b6ee-9961ebdc6a3f,"A complex rectangular car with layered components, including a front section with a raised block structure forming the hood, a central elevated roof area, and an elongated rear ending with distinct block formations.",22,115
8c9d2a84-b2bf-456f-89e6-bbba753a985d,A compact car with a blocky structure and rounded edges.,26,138
8c9d2a84-b2bf-456f-89e6-bbba753a985d,The car has a rectangular footprint and a slightly curved front.,52,94
8c9d2a84-b2bf-456f-89e6-bbba753a985d,A small car featuring a streamlined roof and a squared rear section with distinct wheel arches.,32,51
8c9d2a84-b2bf-456f-89e6-bbba753a985d,"A brick-built vehicle with a flat roof, elongated body, square front, and rear designs with inset rectangles for wheel placement."
8c9d2a84-b2bf-456f-89e6-bbba753a985d,"A block-constructed car exhibiting an elongated rectangular frame, flat rooftop, gently tapering front, squared rear, and pronounced rectangular protrusions for wheel arches.",143,573,1
f97c770a-0a61-46d4-a020-9b56c00633b3,A compact car with a blocky structure and rounded edges.,111,255,1
f97c770a-0a61-46d4-a020-9b56c00633b3,The car has a rectangular footprint and a slightly curved front.,9,4
f97c770a-0a61-46d4-a020-9b56c00633b3,A small car featuring a streamlined roof and a squared rear section with distinct wheel arches.,18,120
f97c770a-0a61-46d4-a020-9b56c00633b3,"A brick-built vehicle with a flat roof, elongated body, square front, and rear designs with inset rectangles for wheel placement.",7,2
f97c770a-0a61-46d4-a020-9b56c00633b3,"A block-constructed car exhibiting an elongated rectangular frame, flat rooftop, gently tapering front, squared rear, and pronounced rectangular protrusions for wheel arches.",24,98
149488d5-98c6-4d6e-8846-2c980a32be17,"Compact car with layered, angular exterior and blocky contours.",10,56
149488d5-98c6-4d6e-8846-2c980a32be17,"Small vehicle featuring tiered surfaces, angular edges, and geometric outlines.",15,26
149488d5-98c6-4d6e-8846-2c980a32be17,"Vehicle form with stepped body, angular sides, and layered sections.",40,128
149488d5-98c6-4d6e-8846-2c980a32be17,"Automobile shape with multi-leveled surfaces, pronounced angularity, compact dimensions.",46,291
149488d5-98c6-4d6e-8846-2c980a32be17,"A compact automobile featuring a tiered silhouette and angular body. The structure reveals block-like components forming the roof and sides, with a distinct angular facade. Smooth transitions between levels create a coherent form, with defined edges accentuating its detailed, layered appearance.",23,24
c95c2393-a357-4f79-9869-667f83691ac8,"Compact car with layered, angular exterior and blocky contours.",60,259,1
c95c2393-a357-4f79-9869-667f83691ac8,"Small vehicle featuring tiered surfaces, angular edges, and geometric outlines.",99,380
c95c2393-a357-4f79-9869-667f83691ac8,"Vehicle form with stepped body, angular sides, and layered sections.",47,315
c95c2393-a357-4f79-9869-667f83691ac8,"Automobile shape with multi-leveled surfaces, pronounced angularity, compact dimensions.",207,682,1
c95c2393-a357-4f79-9869-667f83691ac8,"A compact automobile featuring a tiered silhouette and angular body. The structure reveals block-like components forming the roof and sides, with a distinct angular facade. Smooth transitions between levels create a coherent form, with defined edges accentuating its detailed, layered appearance.",37,232,2
af5d1c9e-eaf5-4406-896d-56e2caafc9ab,Car with a layered rectangular body and protruding elements.,83,188
af5d1c9e-eaf5-4406-896d-56e2caafc9ab,A vehicle featuring a blocky form with distinct geometric contours.,56,194
af5d1c9e-eaf5-4406-896d-56e2caafc9ab,"Automobile showcasing a rectangular base with stacked, tiered contours and angular extensions.",24,44
af5d1c9e-eaf5-4406-896d-56e2caafc9ab,"Box-shaped car with a flat top, tiered sides, extending rear, and angular front corners.",60,71
af5d1c9e-eaf5-4406-896d-56e2caafc9ab,"Rectilinear car with a flat roof, layered sides narrowing at the top, extended rear, and angular front. The base is rectangular with intricate blocked contours defining the front and rear.",8,49
6b1b0a52-823f-4f6a-8e3a-83f1d14a4c70,Car with a layered rectangular body and protruding elements.,19,41
6b1b0a52-823f-4f6a-8e3a-83f1d14a4c70,A vehicle featuring a blocky form with distinct geometric contours.,63,398
6b1b0a52-823f-4f6a-8e3a-83f1d14a4c70,"Automobile showcasing a rectangular base with stacked, tiered contours and angular extensions.",80,179,1
6b1b0a52-823f-4f6a-8e3a-83f1d14a4c70,"Box-shaped car with a flat top, tiered sides, extending rear, and angular front corners.",23,135,1
6b1b0a52-823f-4f6a-8e3a-83f1d14a4c70,"Rectilinear car with a flat roof, layered sides narrowing at the top, extended rear, and angular front. The base is rectangular with intricate blocked contours defining the front and rear.",26,121
f8aa3577-e2d2-440e-abf0-b2155e850fbb,Car with a blocky and compact shape.,9,9
f8aa3577-e2d2-440e-abf0-b2155e850fbb,Block-like car with a smooth top and distinct edges.,2,1
f8aa3577-e2d2-440e-abf0-b2155e850fbb,Compact car form featuring a rectangular body and squared sections.,52,386
f8aa3577-e2d2-440e-abf0-b2155e850fbb,"Squared car with protruding wheel areas, a ridged top, and recessed front.",21,94
f8aa3577-e2d2-440e-abf0-b2155e850fbb,"Car with rectangular form, squared edges, prominent ridged roof, protruding front wheels, and recessed rear section.",31,96
7cef567d-d5da-4cb3-8c8b-741a28ea4df9,Compact car with block-like structure and raised roof.,20,35
7cef567d-d5da-4cb3-8c8b-741a28ea4df9,"Compact, angular car featuring a rectangular frame and defined contours.",19,35
7cef567d-d5da-4cb3-8c8b-741a28ea4df9,"Boxy car with elevated hood, pronounced cabin, and rectangular windows.",11,30
7cef567d-d5da-4cb3-8c8b-741a28ea4df9,"Rectangular car with defined edges, flat roof, protruding hood, and smooth sides.",23,166
7cef567d-d5da-4cb3-8c8b-741a28ea4df9,"A compact, block-like car with a rectangular hood, raised roof, and flat trunk. It features cubic headlights and a defined bumper affixed to the front. The cabin has flat sides and a high, smooth surface, while the rear includes a simple, squared bumper design.",12,39
e42b68d2-f471-4be7-8b74-e0b187b807a2,Compact car with block-like structure and raised roof.,23,139
e42b68d2-f471-4be7-8b74-e0b187b807a2,"Compact, angular car featuring a rectangular frame and defined contours.",8,89
e42b68d2-f471-4be7-8b74-e0b187b807a2,"Boxy car with elevated hood, pronounced cabin, and rectangular windows.",2,1
e42b68d2-f471-4be7-8b74-e0b187b807a2,"Rectangular car with defined edges, flat roof, protruding hood, and smooth sides.",11,34
e42b68d2-f471-4be7-8b74-e0b187b807a2,"A compact, block-like car with a rectangular hood, raised roof, and flat trunk. It features cubic headlights and a defined bumper affixed to the front. The cabin has flat sides and a high, smooth surface, while the rear includes a simple, squared bumper design.",87,259
d503d7a7-ffb3-4015-b1cc-b8b9e6abad21,"Compact car with a blocky, cubic shape.",16,2
d503d7a7-ffb3-4015-b1cc-b8b9e6abad21,The vehicle features a boxy structure with a flat roof.,11,54
d503d7a7-ffb3-4015-b1cc-b8b9e6abad21,Compact automobile with a low-lying front profile and rectangular body.,35,139
d503d7a7-ffb3-4015-b1cc-b8b9e6abad21,"This car exhibits a streamlined structure with a broad, flat roof and a squared rear section, attached to a slightly rounded front.",22,94
d503d7a7-ffb3-4015-b1cc-b8b9e6abad21,"A brick-constructed vehicle with a wide, flat roof and squared rear, transitioning into a subtly curved front. The side panels are vertically aligned, forming a continuous line along the length, while the front and rear are distinctly angled, creating a well-defined, compact shape.",17,46
6b98d802-9386-4951-bd28-b1d6b4b2c607,"Compact car with a blocky, cubic shape.",22,82
6b98d802-9386-4951-bd28-b1d6b4b2c607,The vehicle features a boxy structure with a flat roof.,58,243
6b98d802-9386-4951-bd28-b1d6b4b2c607,Compact automobile with a low-lying front profile and rectangular body.,42,54,1
6b98d802-9386-4951-bd28-b1d6b4b2c607,"This car exhibits a streamlined structure with a broad, flat roof and a squared rear section, attached to a slightly rounded front.",50,216
6b98d802-9386-4951-bd28-b1d6b4b2c607,"A brick-constructed vehicle with a wide, flat roof and squared rear, transitioning into a subtly curved front. The side panels are vertically aligned, forming a continuous line along the length, while the front and rear are distinctly angled, creating a well-defined, compact shape.",29,139
24e2940d-4622-4b16-8f00-dfb4f9b7cb5f,Compact car with rectangular body and flat surfaces.,13,81
24e2940d-4622-4b16-8f00-dfb4f9b7cb5f,"Boxy car featuring a rectangular body, flat roof, and raised front.",48,164
24e2940d-4622-4b16-8f00-dfb4f9b7cb5f,Rectangular car shape with a flat top and stepped rear section.,4,49
24e2940d-4622-4b16-8f00-dfb4f9b7cb5f,"Car with a box-like structure, flat roof, stepped rear, and protruding front facets.",17,60
24e2940d-4622-4b16-8f00-dfb4f9b7cb5f,"Car featuring a rectangular body, flat roof, and distinct stepped rear. The front extends outward with layered surfaces, contrasting with flat sides and a subtle rise towards the rear top.",11,51
b2f62227-405c-419c-8a6c-9eed17562f42,"Compact, blocky car with layered, angular contours.",17,138
b2f62227-405c-419c-8a6c-9eed17562f42,Angular car form featuring a blocky shape and tiered surfaces.,14,180
b2f62227-405c-419c-8a6c-9eed17562f42,"Blocky car shape with angular surfaces, layered steps, and a prominent overhanging top.",3,1
b2f62227-405c-419c-8a6c-9eed17562f42,"Angular car structure with layered, block-like sections including a stepped roof, protruding front, and squared back.",10,22
b2f62227-405c-419c-8a6c-9eed17562f42,"A compact car with angular surfaces, featuring a distinct tiered roof and boxy body. The front is protruding and block-like, while the rear is squared with a layered construction. The entire form consists of interlocking, staggered segments creating a cohesive geometric appearance.",15,6
c259893b-24f4-442f-aea3-d14cacd8e299,"Compact, blocky car with layered, angular contours.",3,3
c259893b-24f4-442f-aea3-d14cacd8e299,Angular car form featuring a blocky shape and tiered surfaces.,8,16
c259893b-24f4-442f-aea3-d14cacd8e299,"Blocky car shape with angular surfaces, layered steps, and a prominent overhanging top.",2,1
c259893b-24f4-442f-aea3-d14cacd8e299,"Angular car structure with layered, block-like sections including a stepped roof, protruding front, and squared back.",8,11
c259893b-24f4-442f-aea3-d14cacd8e299,"A compact car with angular surfaces, featuring a distinct tiered roof and boxy body. The front is protruding and block-like, while the rear is squared with a layered construction. The entire form consists of interlocking, staggered segments creating a cohesive geometric appearance."
663e5eeb-6c4b-4904-a569-23641f430375,"Compact car with a blocky, streamlined shape.",68,341,1
663e5eeb-6c4b-4904-a569-23641f430375,Boxy car featuring a layered top and flat sides.,45,244
663e5eeb-6c4b-4904-a569-23641f430375,"Car with a tiered roof, angled front, and rigid rectangular base.",79,282
663e5eeb-6c4b-4904-a569-23641f430375,"Distinct car shape with elevated sections and squared protrusions at the roof, a sloping front end, and rigidly vertical sides.",23,43
663e5eeb-6c4b-4904-a569-23641f430375,"Detailed car form with a tiered roof composed of stacked rectangular elements, squared protrusions at the roof edges, a gently sloping front tapering to a squared-off rear, and flat, vertical sides maintaining a uniform width throughout.",13,145
624945f5-1c55-47fd-939e-28809627c9b2,"Compact car with a blocky, streamlined shape.",44,281
624945f5-1c55-47fd-939e-28809627c9b2,Boxy car featuring a layered top and flat sides.,48,96
624945f5-1c55-47fd-939e-28809627c9b2,"Car with a tiered roof, angled front, and rigid rectangular base.",4,17
624945f5-1c55-47fd-939e-28809627c9b2,"Distinct car shape with elevated sections and squared protrusions at the roof, a sloping front end, and rigidly vertical sides.",11,36
624945f5-1c55-47fd-939e-28809627c9b2,"Detailed car form with a tiered roof composed of stacked rectangular elements, squared protrusions at the roof edges, a gently sloping front tapering to a squared-off rear, and flat, vertical sides maintaining a uniform width throughout.",158,549,1
cb00d54f-2511-4925-834f-fdc7e7db4c28,Car with a rectangular body and tiered rooftop.,24,168
cb00d54f-2511-4925-834f-fdc7e7db4c28,A rectangular car structure with tiered layers on top.,5,6
cb00d54f-2511-4925-834f-fdc7e7db4c28,A box-shaped car form with layered roof segments and angular edges.,67,356,1
cb00d54f-2511-4925-834f-fdc7e7db4c28,"A rectangular car body featuring a stepped roof and protruding front section. The sides are uniformly smooth, enhancing its geometric precision.",24,68
cb00d54f-2511-4925-834f-fdc7e7db4c28,"A rectangular car shape with a tiered roof, angular front protrusion, and a uniform side surface. The overall form is elongated, with a notably stepped roof and an angular section creating the car's front outline.",27,81
4d70e0d4-2111-4484-9610-c7d171fa6626,Car with a rectangular body and tiered rooftop.,62,245
4d70e0d4-2111-4484-9610-c7d171fa6626,A rectangular car structure with tiered layers on top.,19,93
4d70e0d4-2111-4484-9610-c7d171fa6626,A box-shaped car form with layered roof segments and angular edges.,17,58
4d70e0d4-2111-4484-9610-c7d171fa6626,"A rectangular car body featuring a stepped roof and protruding front section. The sides are uniformly smooth, enhancing its geometric precision.",9,44
4d70e0d4-2111-4484-9610-c7d171fa6626,"A rectangular car shape with a tiered roof, angular front protrusion, and a uniform side surface. The overall form is elongated, with a notably stepped roof and an angular section creating the car's front outline.",8,44
ebea8caa-12e7-44fd-9236-b0ca517a5491,"Car with layered sections, rounded edges, and elevated base.",13,23
ebea8caa-12e7-44fd-9236-b0ca517a5491,Compact automobile featuring a tiered body and elevated wheel arches.,279,1085
ebea8caa-12e7-44fd-9236-b0ca517a5491,"Vehicle with a multi-leveled body, curved edges, and raised axle areas.",9,6
ebea8caa-12e7-44fd-9236-b0ca517a5491,"Compact automobile structure with stepped bodywork and symmetrical curves, each corner raised on robust supports.",13,81
ebea8caa-12e7-44fd-9236-b0ca517a5491,"The car features a tiered body with symmetrical, rounded corners. Elevated sections mimic wheel arches, providing a balanced stance with a compact, interconnected front and rear.",8,104
0cb4d54a-e6ba-4a1c-a02c-0cfb92a4e357,"Car with layered sections, rounded edges, and elevated base.",19,53,1
0cb4d54a-e6ba-4a1c-a02c-0cfb92a4e357,Compact automobile featuring a tiered body and elevated wheel arches.,22,102
0cb4d54a-e6ba-4a1c-a02c-0cfb92a4e357,"Vehicle with a multi-leveled body, curved edges, and raised axle areas.",16,42
0cb4d54a-e6ba-4a1c-a02c-0cfb92a4e357,"Compact automobile structure with stepped bodywork and symmetrical curves, each corner raised on robust supports.",25,158
0cb4d54a-e6ba-4a1c-a02c-0cfb92a4e357,"The car features a tiered body with symmetrical, rounded corners. Elevated sections mimic wheel arches, providing a balanced stance with a compact, interconnected front and rear.",2
edbf5cca-87ac-4a7b-82ba-ebe78371f580,"Compact car with a streamlined, symmetrical shape.",1,6,1
edbf5cca-87ac-4a7b-82ba-ebe78371f580,Rectangular car with blocky contours and smooth edges.,20,55
edbf5cca-87ac-4a7b-82ba-ebe78371f580,Boxy car featuring an elongated form with a flat roof.,120,634
edbf5cca-87ac-4a7b-82ba-ebe78371f580,"The car has a rectangular body with a flat top, elevated slightly at the rear. The front has a protruding grille.",21,28
edbf5cca-87ac-4a7b-82ba-ebe78371f580,"Rectangular car with a flat roof and smooth sides, featuring a raised back section. The front includes a stepped grille section for added detail. The sides are consistent with flat surfaces, maintaining symmetry throughout.",15,33
04b856d3-a9eb-42e3-bd5f-60405412f0b9,"Compact car with a streamlined, symmetrical shape.",31,102,1
04b856d3-a9eb-42e3-bd5f-60405412f0b9,Rectangular car with blocky contours and smooth edges.,2
04b856d3-a9eb-42e3-bd5f-60405412f0b9,Boxy car featuring an elongated form with a flat roof.,89,406,2
04b856d3-a9eb-42e3-bd5f-60405412f0b9,"The car has a rectangular body with a flat top, elevated slightly at the rear. The front has a protruding grille.",15,78
04b856d3-a9eb-42e3-bd5f-60405412f0b9,"Rectangular car with a flat roof and smooth sides, featuring a raised back section. The front includes a stepped grille section for added detail. The sides are consistent with flat surfaces, maintaining symmetry throughout.",37,186
2ede9810-12a3-4a8b-a171-259e46da207d,"Compact car with a rounded, layered profile.",17,32
2ede9810-12a3-4a8b-a171-259e46da207d,"Small vehicle featuring a gradual, stepped roofline and curved contour."
2ede9810-12a3-4a8b-a171-259e46da207d,"Miniature automobile with a tiered roof, arched wheel wells, and subtle rear protrusion.",72,480
2ede9810-12a3-4a8b-a171-259e46da207d,"A diminutive car showcasing a stacked roof structure, smooth arched fenders, and uniform rectangular composition.",84,276
2ede9810-12a3-4a8b-a171-259e46da207d,"Compact, layered car design with an arched roof composed of incremental step-like layers, pronounced wheel arch, and blocky rear extension.",22,114
08790f68-6906-4fe8-bf5e-8be859488ebb,"Compact car with a rounded, layered profile.",35,159
08790f68-6906-4fe8-bf5e-8be859488ebb,"Small vehicle featuring a gradual, stepped roofline and curved contour.",64,226,1
08790f68-6906-4fe8-bf5e-8be859488ebb,"Miniature automobile with a tiered roof, arched wheel wells, and subtle rear protrusion.",15,181
08790f68-6906-4fe8-bf5e-8be859488ebb,"A diminutive car showcasing a stacked roof structure, smooth arched fenders, and uniform rectangular composition.",82,302,1
08790f68-6906-4fe8-bf5e-8be859488ebb,"Compact, layered car design with an arched roof composed of incremental step-like layers, pronounced wheel arch, and blocky rear extension.",6,8
d31eb7de-5807-453f-861c-bf4b83897d98,Car with tiered roof and blocky contours.,36,144,1
d31eb7de-5807-453f-861c-bf4b83897d98,Four-wheeled car with a stepped roof and protruding front.,9,130
d31eb7de-5807-453f-861c-bf4b83897d98,"Compact car featuring a tiered top, quadratic corners, elevated rear.",8,4
d31eb7de-5807-453f-861c-bf4b83897d98,"Blocky car with distinctive stepped roof, protruding rectangular sections, sloped front and back.",37,258
d31eb7de-5807-453f-861c-bf4b83897d98,"Rectangular car with a raised rear, tiered roof structure, four solid wheels, and pronounced front section. The car's geometric form is defined by staggered bricks on top, with side sections slightly overlapping its base.",81,394
278aafaf-25b1-46c7-8b37-fa38e39a6d19,Car with tiered roof and blocky contours.,29,53
278aafaf-25b1-46c7-8b37-fa38e39a6d19,Four-wheeled car with a stepped roof and protruding front.,42,117
278aafaf-25b1-46c7-8b37-fa38e39a6d19,"Compact car featuring a tiered top, quadratic corners, elevated rear.",71,187
278aafaf-25b1-46c7-8b37-fa38e39a6d19,"Blocky car with distinctive stepped roof, protruding rectangular sections, sloped front and back.",4,5
278aafaf-25b1-46c7-8b37-fa38e39a6d19,"Rectangular car with a raised rear, tiered roof structure, four solid wheels, and pronounced front section. The car's geometric form is defined by staggered bricks on top, with side sections slightly overlapping its base.",58,209,1
f5b06f88-019b-4474-95e5-fc6cbaecaeb1,Car with distinct geometric shapes and layered sections.,22,45,1
f5b06f88-019b-4474-95e5-fc6cbaecaeb1,Compact vehicle featuring layered rectangles and a smooth top.,30,214
f5b06f88-019b-4474-95e5-fc6cbaecaeb1,"Geometric car form with stepped rear, flat roof, and tiered front.",6,2
f5b06f88-019b-4474-95e5-fc6cbaecaeb1,"Boxy vehicle with a flat roof, precise rectangular layers, and a step-shaped rear.",12,8
f5b06f88-019b-4474-95e5-fc6cbaecaeb1,"Rectangular car with a tiered front, flat top, slightly protruding sides, and a rear that drops in a stepped manner. Front and rear end display small horizontal projections, adding dimensionality to the overall form.",4,8
44d3c1cc-bc37-42b5-99e9-f27afc160916,Car with distinct geometric shapes and layered sections.,1,300,47
44d3c1cc-bc37-42b5-99e9-f27afc160916,Compact vehicle featuring layered rectangles and a smooth top.,92,211
44d3c1cc-bc37-42b5-99e9-f27afc160916,"Geometric car form with stepped rear, flat roof, and tiered front.",55,447
44d3c1cc-bc37-42b5-99e9-f27afc160916,"Boxy vehicle with a flat roof, precise rectangular layers, and a step-shaped rear.",11,41
44d3c1cc-bc37-42b5-99e9-f27afc160916,"Rectangular car with a tiered front, flat top, slightly protruding sides, and a rear that drops in a stepped manner. Front and rear end display small horizontal projections, adding dimensionality to the overall form.",28,109,1
688bf195-b76b-47ff-9f0a-ab6c1c176d12,Car with a boxy shape and simple geometric features.,3,3
688bf195-b76b-47ff-9f0a-ab6c1c176d12,Rectangular car featuring blocky contours with an angular roofline.,59,200
688bf195-b76b-47ff-9f0a-ab6c1c176d12,"Boxy car with a flat roof, angular front, and stepped rear section.",15,83
688bf195-b76b-47ff-9f0a-ab6c1c176d12,"A rectangular car with a low, angular roof, flat surfaces, and a stepped rear. The front has a slight incline leading to a squared-off nose.",43,144
688bf195-b76b-47ff-9f0a-ab6c1c176d12,"The car exhibits a rectangular form with a flat roof and angular roofline. The front is slightly inclined, leading to a squared nose. The rear features a stepped section, while flat surfaces define the sides, composed of stacked elements, maintaining a streamlined yet blocky appearance.",110,592
dfd7e2cf-a325-4e9f-8434-5adfc99fa8c8,Car with a boxy shape and simple geometric features.,15,24
dfd7e2cf-a325-4e9f-8434-5adfc99fa8c8,Rectangular car featuring blocky contours with an angular roofline.,26,15
dfd7e2cf-a325-4e9f-8434-5adfc99fa8c8,"Boxy car with a flat roof, angular front, and stepped rear section.",74,71
dfd7e2cf-a325-4e9f-8434-5adfc99fa8c8,"A rectangular car with a low, angular roof, flat surfaces, and a stepped rear. The front has a slight incline leading to a squared-off nose.",68,504
dfd7e2cf-a325-4e9f-8434-5adfc99fa8c8,"The car exhibits a rectangular form with a flat roof and angular roofline. The front is slightly inclined, leading to a squared nose. The rear features a stepped section, while flat surfaces define the sides, composed of stacked elements, maintaining a streamlined yet blocky appearance.",31,132
7be029bd-a134-4b8f-9085-fcf079c2e740,Car with distinct geometric shapes and layered surfaces.,12,15
7be029bd-a134-4b8f-9085-fcf079c2e740,"Automobile with rectangular base, angular roof, and stacked features.",12,3
7be029bd-a134-4b8f-9085-fcf079c2e740,"Vehicle featuring a rectangular body, inclined front, and layered top components.",21,267
7be029bd-a134-4b8f-9085-fcf079c2e740,"Compact vehicle with a rectangular foundation, tiered surfaces, protruding front, and recessed rear section.",45,134,1
7be029bd-a134-4b8f-9085-fcf079c2e740,"A compact car with a rectangular base, slightly inclined at the front and back. The top surface is tiered with layered bricks, creating an angular roof. The front section protrudes slightly, and the rear includes a recessed element, suggesting taillight positions.",14,19
df2e44e5-f829-4845-9fab-66c7bf2231d2,Car with distinct geometric shapes and layered surfaces.,11,67,1
df2e44e5-f829-4845-9fab-66c7bf2231d2,"Automobile with rectangular base, angular roof, and stacked features.",44,195
df2e44e5-f829-4845-9fab-66c7bf2231d2,"Vehicle featuring a rectangular body, inclined front, and layered top components.",14,67
df2e44e5-f829-4845-9fab-66c7bf2231d2,"Compact vehicle with a rectangular foundation, tiered surfaces, protruding front, and recessed rear section.",10,135
df2e44e5-f829-4845-9fab-66c7bf2231d2,"A compact car with a rectangular base, slightly inclined at the front and back. The top surface is tiered with layered bricks, creating an angular roof. The front section protrudes slightly, and the rear includes a recessed element, suggesting taillight positions.",20,104
3358ddcd-918d-4089-ada7-61df030d9e26,Compact vehicle with angular top and blocky elements.,76,169
3358ddcd-918d-4089-ada7-61df030d9e26,"Compact car with an angular top, elevated front, and squared back.",90,356,1
3358ddcd-918d-4089-ada7-61df030d9e26,"The small car features sharp angles, a raised front region, and an indented back area.",419,1100
3358ddcd-918d-4089-ada7-61df030d9e26,This vehicle has a sloped roof leading to a boxy rear. Rectangular bumpers flank the front and back edges.,25,57
3358ddcd-918d-4089-ada7-61df030d9e26,"A small car with a slightly sloping roof that transitions into a squared rear section. It features defined edges, a tiered block formation on its roof, and prominent, rectangular forms at both the front and rear. The undercarriage edges are straight, echoing the upper angles.",80,209
2f178a89-4b4b-447a-a563-ec9e3df4cd5f,Compact vehicle with angular top and blocky elements.,24,37
2f178a89-4b4b-447a-a563-ec9e3df4cd5f,"Compact car with an angular top, elevated front, and squared back.",13,6
2f178a89-4b4b-447a-a563-ec9e3df4cd5f,"The small car features sharp angles, a raised front region, and an indented back area.",1,1
2f178a89-4b4b-447a-a563-ec9e3df4cd5f,This vehicle has a sloped roof leading to a boxy rear. Rectangular bumpers flank the front and back edges.,31,186
2f178a89-4b4b-447a-a563-ec9e3df4cd5f,"A small car with a slightly sloping roof that transitions into a squared rear section. It features defined edges, a tiered block formation on its roof, and prominent, rectangular forms at both the front and rear. The undercarriage edges are straight, echoing the upper angles.",5,1,1
044cdf9f-c50b-4299-88e1-e78e4f7697fb,Compact toy vehicle with blocky contours and angled facets.,14,105
044cdf9f-c50b-4299-88e1-e78e4f7697fb,"Small car featuring angular edges, a flat top, and protruding elements.",24,120
