structure_id,prompt,regenerations
a4438633-7e2c-45d7-940b-f485dd56f424,"A rectangular car body with a blocky front and elevated rear. The backside features a central, vertical column rising from the base. The car's underside consists of four evenly spaced, tiny protrusions acting as wheels.",4
56bafa5b-64b3-453e-8732-3958fd357038,Car with prominent rectangular shape and elevated rectangular feature.,1
56bafa5b-64b3-453e-8732-3958fd357038,Geometric car featuring a blocky body with vertical projection.,5
56bafa5b-64b3-453e-8732-3958fd357038,Rectangular car form with extended rear and upright centered column.,21
56bafa5b-64b3-453e-8732-3958fd357038,"Blocky car structure, rectangular base, elevated rear section, vertical pole.",13
56bafa5b-64b3-453e-8732-3958fd357038,"A rectangular car body with a blocky front and elevated rear. The backside features a central, vertical column rising from the base. The car's underside consists of four evenly spaced, tiny protrusions acting as wheels.",14
a211de3b-1d81-484c-b8fc-60e43264ea4e,Compact vehicle with tiered layers and pronounced contours.,4
a211de3b-1d81-484c-b8fc-60e43264ea4e,Small vehicle featuring stacked tiers and prominent front and rear.,9
a211de3b-1d81-484c-b8fc-60e43264ea4e,"A vehicle with a layered body and squared-off front, rear mirroring the front.",7
a211de3b-1d81-484c-b8fc-60e43264ea4e,"Car with a tiered top, squared front and back, short and angled sides.",5
a211de3b-1d81-484c-b8fc-60e43264ea4e,"Car with a layered top, stacked rectangular sections form the body, squared front with downward tiers, rear mirroring the front, rectangular sides taper slightly downward.",2
12f6311a-afb2-42bf-9f9c-34cc7005545c,"Car with angular, blocky form and distinct rectangular components.",1
12f6311a-afb2-42bf-9f9c-34cc7005545c,The vehicle's structure features a box-like body with defined edges.,8
12f6311a-afb2-42bf-9f9c-34cc7005545c,"This automotive form exhibits a flat hood, squared cabin, and tiered elevation.",5
12f6311a-afb2-42bf-9f9c-34cc7005545c,"An angular vehicle characterized by a broad, flat top panel; protruding rectangular sections form the front and rear bumpers.",6
12f6311a-afb2-42bf-9f9c-34cc7005545c,"A rectangular car shape with a flat top extending over a blocky body. Protruding rectangular front and rear sections suggest headlights and a bumper. The hood and roof share a continuous, even surface with squared sides delineating the cabin area.",7
d2ca4cf1-c0c5-4339-a4a2-522aae7993f3,"Car with angular, blocky form and distinct rectangular components.",11
d2ca4cf1-c0c5-4339-a4a2-522aae7993f3,The vehicle's structure features a box-like body with defined edges.,13
d2ca4cf1-c0c5-4339-a4a2-522aae7993f3,"This automotive form exhibits a flat hood, squared cabin, and tiered elevation.",10
d2ca4cf1-c0c5-4339-a4a2-522aae7993f3,"An angular vehicle characterized by a broad, flat top panel; protruding rectangular sections form the front and rear bumpers.",12
d2ca4cf1-c0c5-4339-a4a2-522aae7993f3,"A rectangular car shape with a flat top extending over a blocky body. Protruding rectangular front and rear sections suggest headlights and a bumper. The hood and roof share a continuous, even surface with squared sides delineating the cabin area.",5
06568592-b3e5-4e3b-8003-fc372716f2a6,Compact car structure with a blocky design.,5
06568592-b3e5-4e3b-8003-fc372716f2a6,Rectangular car form featuring blocky edges and stepped contours.,3
06568592-b3e5-4e3b-8003-fc372716f2a6,"Boxy car with a flat roof, rounded front, and stepped rear.",8
06568592-b3e5-4e3b-8003-fc372716f2a6,"A car with a low, flat roof, smooth front corners, and a tiered rear section.",5
06568592-b3e5-4e3b-8003-fc372716f2a6,"The car features a boxy shape with a flat roof and rounded front. Its body includes a stepped side profile leading to a rear section with tiered horizontal layers. The front corners are smoothly rounded, creating a gentle transition from the sides.",2
83980af4-bb82-47dc-bdcd-c64e063d09fa,Compact car structure with a blocky design.,2
83980af4-bb82-47dc-bdcd-c64e063d09fa,Rectangular car form featuring blocky edges and stepped contours.,30
83980af4-bb82-47dc-bdcd-c64e063d09fa,"Boxy car with a flat roof, rounded front, and stepped rear.",0
83980af4-bb82-47dc-bdcd-c64e063d09fa,"A car with a low, flat roof, smooth front corners, and a tiered rear section.",8
83980af4-bb82-47dc-bdcd-c64e063d09fa,"The car features a boxy shape with a flat roof and rounded front. Its body includes a stepped side profile leading to a rear section with tiered horizontal layers. The front corners are smoothly rounded, creating a gentle transition from the sides.",10
dfbd7dd5-b855-4a52-afd9-41a96195498e,Compact car with prominent rectangular and angular geometry.,3
dfbd7dd5-b855-4a52-afd9-41a96195498e,Rectangular vehicle with distinct angular contours and geometric features.,18
dfbd7dd5-b855-4a52-afd9-41a96195498e,"Car with a boxy shape, flat top, and angular edges throughout.",28
dfbd7dd5-b855-4a52-afd9-41a96195498e,The car has an elongated rectangular form with prominent boxy contours. The front features angular components aligned with the overall structure.,17
dfbd7dd5-b855-4a52-afd9-41a96195498e,"An elongated, boxy car with a flat top and angular edges. The front is composed of stacked, angular elements, while the sides are uniformly flat. The rear section mirrors the front's angular style, maintaining the geometric consistency of the car.",30
74430339-b185-45fc-94e4-805899374578,Compact car with prominent rectangular and angular geometry.,3
74430339-b185-45fc-94e4-805899374578,Rectangular vehicle with distinct angular contours and geometric features.,8
